,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.75,0.14,0.21,0.13,0.4,0.14,0.98,0.25,0.28,0.47,0.66
bscwweasel.csv,0.0,0.0,0.67,0.95,0.8,0.15,1.0,0.25,1.0,1.0,1.0
capcode.csv,0.25,0.15,0.18,0.15,0.0,1.0,0.56,0.36,0.17,0.29,0.38
lamp.csv,1.0,0.93,0.33,0.25,0.67,0.25,1.0,0.55,0.8,0.67,0.73
nodal.csv,0.75,0.1,0.26,0.12,0.48,0.12,0.83,0.18,1.0,0.38,0.85
pydev.csv,0.66,0.08,0.39,0.14,0.46,0.12,0.71,0.26,0.26,1.0,0.57
retromenu.csv,1.0,0.11,0.55,0.25,1.0,0.17,0.73,0.71,0.38,0.48,1.0
smbopensoft.csv,0.99,0.13,0.39,0.23,0.43,0.13,0.72,0.33,0.35,0.36,0.89
stuproa-cims.csv,0.49,0.16,0.25,0.13,0.33,0.16,0.72,1.0,0.25,0.42,0.7
thout.csv,0.43,0.09,0.98,0.1,0.34,0.14,0.77,0.25,0.36,0.29,0.46
uface.csv,0.49,0.1,0.24,0.18,0.35,0.15,0.75,0.3,0.28,0.33,1.0
