,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,5.0,16.0,27.0,26.0,3.0,0.0,0.0,1.0,6.0,1.0,10.0
bscwweasel.csv,199.0,142.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
capcode.csv,3.0,8.0,9.0,18.0,65.0,0.0,0.0,6.0,3.0,1.0,8.0
lamp.csv,0.0,0.0,11.0,7.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0
nodal.csv,1.0,12.0,9.0,20.0,6.0,6.0,1.0,4.0,0.0,0.0,0.0
pydev.csv,0.0,12.0,9.0,17.0,9.0,12.0,0.0,4.0,6.0,0.0,9.0
retromenu.csv,0.0,16.0,5.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0
smbopensoft.csv,0.0,17.0,6.0,1.0,0.0,12.0,0.0,2.0,1.0,2.0,1.0
stuproa-cims.csv,1.0,20.0,10.0,31.0,9.0,7.0,1.0,0.0,3.0,2.0,0.0
thout.csv,0.0,11.0,0.0,29.0,9.0,0.0,2.0,6.0,1.0,1.0,0.0
uface.csv,1.0,13.0,1.0,13.0,8.0,16.0,2.0,0.0,1.0,2.0,0.0
