,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.82,0.66,0.0,0.98,0.83,0.7,0.77,0.88,0.66,0.61
pclasses.csv,0.0,0.61,1.0,0.12,0.77,1.0,0.95,1.0,0.63,1.0
pfaedit.csv,0.82,0.57,0.83,0.45,0.0,1.0,0.7,0.56,0.57,0.81
theresa.csv,1.0,0.96,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
thrust.csv,0.98,0.9,0.84,0.82,0.76,0.07,0.88,0.66,0.58,0.8
tktoolkit.csv,0.88,0.88,0.88,0.84,1.0,1.0,0.92,0.17,0.74,0.79
trinitycore.csv,0.69,0.61,0.85,1.02,0.57,1.0,0.87,0.79,0.05,0.91
tzod.csv,0.37,0.0,0.64,0.24,0.57,0.9,0.78,0.82,0.63,0.61
yaprm.csv,0.7,0.74,0.92,0.58,0.76,0.81,0.05,0.55,0.68,0.72
zemljanka.csv,0.88,0.92,1.0,0.92,1.0,0.86,0.7,0.94,0.93,0.0
