,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.17,0.41,1.0,0.06,0.64,0.29,0.54,0.14,0.28,0.97
pclasses.csv,1.0,0.44,0.0,0.33,0.62,0.0,0.67,0.0,0.34,0.0
pfaedit.csv,0.67,0.67,1.0,0.12,1.0,0.0,0.54,0.19,0.35,0.96
theresa.csv,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
thrust.csv,0.05,0.22,0.48,0.04,0.62,0.89,0.35,0.18,0.35,0.95
tktoolkit.csv,0.18,0.34,0.83,0.07,0.6,0.27,0.51,1.0,0.28,1.0
trinitycore.csv,0.21,0.44,1.0,0.0,0.78,0.0,0.5,0.25,1.0,1.0
tzod.csv,0.36,1.0,0.67,0.2,0.7,0.2,0.45,0.13,0.28,0.99
yaprm.csv,0.17,0.34,0.38,0.09,0.57,0.21,1.0,0.22,0.27,0.98
zemljanka.csv,0.16,0.36,0.59,0.06,0.61,0.27,0.52,0.13,0.25,1.0
