,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.82,0.74,1.0,1.0,0.96,0.71,0.92,0.96,0.75,0.74
pclasses.csv,1.0,0.52,0.0,1.0,0.28,0.0,0.05,0.0,0.44,0.0
pfaedit.csv,0.18,0.44,0.17,0.67,1.0,0.0,0.38,0.57,0.53,0.22
theresa.csv,0.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.09,0.15,0.34,0.33,0.74,0.94,0.22,0.39,0.51,0.56
tktoolkit.csv,1.0,0.78,0.12,1.0,0.98,1.0,0.97,0.83,0.87,0.21
trinitycore.csv,0.36,0.52,0.15,0.0,0.46,0.0,0.14,0.22,0.95,0.09
tzod.csv,0.73,1.0,0.44,1.0,0.83,0.12,0.54,0.78,0.6,0.4
yaprm.csv,0.45,0.41,0.15,1.0,0.46,0.41,0.95,0.52,0.45,0.29
zemljanka.csv,0.82,0.93,1.0,1.0,1.0,0.88,0.7,0.96,0.93,1.0
