,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.55,0.78,0.74,0.6,0.69,0.75,0.77,0.63,0.41,0.71,0.66,0.05,0.54,0.65,0.83,0.71,0.94,0.6,0.84
all-plasm.csv,0.71,0.95,0.74,1.12,0.87,0.9,0.89,0.69,0.96,0.76,0.05,0.77,0.8,0.77,0.73,0.7,1.23,0.98,0.79
awemud.csv,0.0,0.5,0.79,0.78,0.61,0.87,0.45,0.69,0.27,0.81,0.71,0.4,0.6,0.72,0.83,0.79,0.67,0.61,0.72
buddata-ebxml-registry.csv,1.0,1.0,0.95,1.0,1.0,1.0,1.0,0.98,0.99,0.99,1.0,1.0,0.99,0.96,1.0,1.0,0.0,1.0,0.97
bullet.csv,0.77,0.6,0.87,0.42,0.45,0.06,0.72,0.96,0.85,0.7,0.77,0.82,0.75,0.7,0.88,0.89,0.62,0.54,0.97
dvd-create.csv,0.83,0.72,0.74,0.74,0.01,0.74,0.78,0.75,0.59,0.75,0.98,0.76,0.71,0.81,0.45,0.83,0.39,0.76,0.51
gbif-indexingtoolkit.csv,0.82,0.94,0.69,1.06,0.88,0.89,0.85,0.0,0.78,0.85,0.69,0.92,0.64,0.85,0.93,0.81,1.09,0.87,0.88
go.csv,0.63,0.03,0.65,0.75,0.64,0.67,0.81,0.86,0.77,0.65,0.9,0.6,0.82,0.74,1.02,0.9,0.76,0.62,0.8
gss.csv,0.71,0.83,0.73,0.71,0.79,0.64,0.59,0.71,0.73,0.7,0.9,0.68,0.7,0.81,0.03,0.57,0.71,0.57,0.59
jmule.csv,0.6,0.41,0.58,1.03,0.73,0.63,0.62,0.82,0.83,0.9,0.55,0.44,0.65,0.72,0.7,0.91,0.76,0.64,0.04
kwave.csv,0.67,0.64,0.0,0.72,0.72,0.66,0.8,0.79,0.7,0.87,0.68,0.99,0.7,0.72,0.72,0.67,0.82,0.59,0.64
libarchive.csv,0.52,0.56,0.69,0.73,0.63,0.68,0.44,0.7,0.34,0.54,0.47,0.37,0.63,0.8,0.77,0.63,0.54,0.04,0.43
linux-ntfs.csv,0.57,0.74,0.71,0.68,0.76,0.66,0.73,0.5,0.53,0.79,0.61,0.71,0.58,0.91,0.54,0.0,0.91,0.57,0.7
lsb.csv,0.9,0.92,0.84,0.27,0.78,0.81,0.72,0.94,0.62,0.8,0.97,0.86,0.92,0.89,0.74,0.86,0.76,0.47,0.86
mp-rechnungs-und-kundenverwaltung.csv,0.69,0.57,0.71,0.78,0.93,0.6,0.61,0.65,0.34,0.84,0.74,0.6,0.06,0.82,0.65,0.64,0.55,0.62,0.75
qcad2.csv,0.67,0.82,0.68,0.74,0.79,0.82,0.01,0.72,0.73,0.53,0.62,0.55,0.71,0.66,0.53,0.64,0.73,0.62,0.92
qtwin.csv,0.92,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,0.95,0.99,0.98,1.0,0.97,0.96,1.0,1.0,1.0
stemkit.csv,0.97,0.99,1.02,0.93,1.0,0.98,0.86,0.82,1.0,0.0,0.95,0.98,0.94,0.9,1.0,0.96,0.94,0.92,1.0
xinity.csv,0.71,0.71,0.65,0.96,0.72,0.81,0.68,0.69,0.9,0.79,0.74,0.8,0.67,0.02,0.82,0.71,0.71,0.87,0.46
