,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.54,0.33,0.44,0.58,0.39,0.25,0.25,0.55,0.67,0.33,0.38,0.95,0.62,0.51,0.17,0.42,0.43,0.41,0.17
all-plasm.csv,0.41,0.22,0.38,0.31,0.22,0.24,0.23,0.45,0.17,0.33,0.95,0.31,0.3,0.27,0.47,0.35,0.28,0.33,0.29
awemud.csv,1.0,0.7,0.31,0.36,0.65,0.27,0.69,0.45,1.0,0.5,0.62,0.7,0.49,0.39,0.3,0.69,0.33,0.51,0.29
buddata-ebxml-registry.csv,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.82,1.0,1.0,0.95,1.0,1.0,1.0,0.93,1.0,1.0,1.0,0.96
bullet.csv,0.77,0.82,0.62,0.58,0.65,0.97,0.85,0.18,0.17,0.83,0.62,0.3,0.66,0.61,0.63,0.19,0.64,0.76,0.88
dvd-create.csv,0.79,0.86,0.81,0.56,0.99,0.79,0.94,0.64,1.0,0.83,0.71,0.49,0.7,0.76,0.6,0.77,0.61,0.9,0.71
gbif-indexingtoolkit.csv,0.22,0.23,0.31,0.29,0.24,0.12,0.17,1.0,0.33,0.17,0.33,0.12,0.38,0.15,0.07,0.19,0.03,0.47,0.12
go.csv,0.81,0.97,0.44,0.49,0.61,0.66,0.94,0.64,0.83,0.67,0.95,0.53,0.85,0.88,0.8,0.73,0.85,0.73,0.88
gss.csv,0.74,0.78,0.62,0.76,0.69,0.7,0.81,0.45,1.0,0.83,0.76,0.87,0.79,0.76,0.97,0.77,0.49,0.76,0.79
jmule.csv,0.72,0.63,0.62,0.2,0.53,0.46,0.69,0.55,1.0,0.17,0.62,0.75,0.57,0.63,0.47,0.85,0.43,0.57,0.96
kwave.csv,0.44,0.62,1.0,0.33,0.34,0.43,0.35,0.36,0.67,0.17,0.48,0.08,0.47,0.63,0.43,0.35,0.66,0.63,0.46
libarchive.csv,0.54,0.57,0.38,0.31,0.41,0.36,0.67,0.45,1.0,0.83,0.76,0.82,0.6,0.34,0.47,0.69,0.52,0.96,0.67
linux-ntfs.csv,0.56,0.53,0.62,0.44,0.54,0.54,0.52,0.64,0.5,0.33,0.43,0.8,0.6,0.37,0.5,1.0,0.24,0.51,0.38
lsb.csv,0.97,0.91,0.75,0.73,0.7,0.93,0.94,0.82,1.0,0.83,0.9,0.98,0.96,0.9,0.77,0.77,0.87,0.8,0.96
mp-rechnungs-und-kundenverwaltung.csv,0.31,0.44,0.31,0.22,0.07,0.42,0.42,0.45,0.83,0.17,0.62,0.42,0.94,0.32,0.37,0.42,0.51,0.41,0.33
qcad2.csv,0.35,0.82,0.38,0.36,0.88,0.18,1.0,0.36,0.33,0.67,0.52,0.55,0.45,0.46,0.57,0.42,0.31,0.84,0.08
qtwin.csv,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.05,0.01,0.02,0.0,0.03,0.04,0.0,0.0,0.0
stemkit.csv,0.03,0.01,0.0,0.07,0.0,0.03,0.15,0.18,0.0,1.0,0.05,0.02,0.06,0.1,0.0,0.04,0.06,0.08,0.0
xinity.csv,0.4,0.33,0.38,0.04,0.28,0.24,0.6,0.55,0.33,0.33,0.76,0.26,0.6,0.98,0.57,0.42,0.49,0.16,0.79
