,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.57,0.36,0.45,0.58,0.43,0.29,0.29,0.55,0.69,0.37,0.42,0.96,0.62,0.52,0.2,0.45,0.38,0.46,0.2
all-plasm.csv,0.44,0.25,0.41,0.24,0.25,0.27,0.26,0.47,0.2,0.37,0.96,0.35,0.33,0.31,0.48,0.39,0.0,0.32,0.33
awemud.csv,1.0,0.68,0.34,0.39,0.61,0.3,0.69,0.47,0.93,0.46,0.56,0.71,0.52,0.42,0.33,0.53,0.38,0.53,0.33
buddata-ebxml-registry.csv,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.17,0.05,0.05,0.0,0.0,0.05,0.17,0.0,0.0,1.0,0.0,0.13
bullet.csv,0.56,0.69,0.45,0.63,0.66,0.97,0.62,0.21,0.2,0.63,0.53,0.33,0.55,0.56,0.44,0.22,0.61,0.69,0.13
dvd-create.csv,0.5,0.62,0.6,0.52,0.99,0.59,0.58,0.54,0.78,0.58,0.25,0.48,0.58,0.52,0.63,0.5,0.66,0.59,0.68
gbif-indexingtoolkit.csv,0.26,0.26,0.36,0.27,0.27,0.15,0.2,1.0,0.36,0.2,0.38,0.14,0.43,0.18,0.09,0.23,0.04,0.43,0.15
go.csv,0.67,0.98,0.47,0.48,0.58,0.6,0.54,0.46,0.57,0.61,0.35,0.55,0.52,0.61,0.0,0.4,0.57,0.64,0.54
gss.csv,0.59,0.49,0.55,0.61,0.53,0.62,0.69,0.47,0.65,0.63,0.39,0.66,0.62,0.52,0.98,0.69,0.49,0.68,0.69
jmule.csv,0.65,0.66,0.6,0.22,0.51,0.49,0.63,0.48,0.51,0.2,0.62,0.73,0.56,0.56,0.48,0.34,0.44,0.56,0.97
kwave.csv,0.47,0.59,1.0,0.37,0.38,0.46,0.38,0.39,0.59,0.2,0.5,0.1,0.48,0.56,0.45,0.4,0.5,0.61,0.49
libarchive.csv,0.57,0.58,0.42,0.35,0.45,0.4,0.68,0.47,0.91,0.73,0.72,0.79,0.58,0.37,0.47,0.62,0.55,0.97,0.68
linux-ntfs.csv,0.57,0.5,0.55,0.47,0.5,0.54,0.5,0.64,0.54,0.36,0.47,0.62,0.6,0.37,0.54,1.0,0.27,0.54,0.42
lsb.csv,0.35,0.32,0.48,0.77,0.54,0.52,0.64,0.29,0.75,0.53,0.13,0.45,0.3,0.39,0.59,0.45,0.58,0.74,0.44
mp-rechnungs-und-kundenverwaltung.csv,0.36,0.49,0.35,0.26,0.09,0.47,0.47,0.48,0.8,0.2,0.55,0.47,0.95,0.35,0.42,0.46,0.54,0.46,0.37
qcad2.csv,0.4,0.51,0.42,0.39,0.55,0.21,1.0,0.4,0.37,0.65,0.53,0.57,0.47,0.49,0.59,0.46,0.35,0.69,0.1
qtwin.csv,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.06,0.01,0.02,0.0,0.04,0.05,0.0,0.0,0.0
stemkit.csv,0.04,0.01,0.0,0.09,0.0,0.04,0.18,0.21,0.0,1.0,0.06,0.02,0.07,0.12,0.0,0.05,0.07,0.1,0.0
xinity.csv,0.43,0.37,0.43,0.05,0.33,0.28,0.56,0.53,0.34,0.36,0.58,0.3,0.57,0.98,0.48,0.45,0.49,0.19,0.74
