,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.82,0.59,0.21,0.31,0.83,0.89,0.41,0.21,0.01,0.1,0.53,0.98,0.43,0.66,0.83,0.48,0.91,0.77,0.67
all-plasm.csv,0.73,0.41,0.21,0.1,0.7,0.62,0.2,0.19,0.0,0.07,1.0,0.27,0.26,0.65,0.58,0.56,0.83,0.25,0.41
awemud.csv,1.0,0.75,0.19,0.21,0.84,0.64,0.51,0.19,0.01,0.06,0.42,0.51,0.42,0.62,0.5,0.46,1.0,0.5,0.64
buddata-ebxml-registry.csv,0.72,0.64,0.23,0.25,0.8,0.76,0.33,0.16,0.0,0.08,0.4,0.29,0.32,0.62,0.58,0.47,1.0,0.42,0.45
bullet.csv,0.73,0.71,0.19,0.9,0.91,0.98,0.38,0.07,0.0,0.09,0.39,0.22,0.31,0.62,0.54,0.31,0.96,0.53,0.43
dvd-create.csv,0.72,0.68,0.25,0.24,1.0,0.78,0.38,0.18,0.0,0.09,0.35,0.26,0.33,0.61,0.82,0.47,1.0,0.46,0.59
gbif-indexingtoolkit.csv,0.71,0.43,0.56,0.11,0.69,0.8,0.33,1.0,0.0,0.07,0.58,0.16,0.51,0.86,0.67,0.83,0.5,0.33,1.0
go.csv,0.78,1.0,0.28,0.23,0.83,0.79,0.37,0.15,0.0,0.09,0.43,0.36,0.33,0.65,0.55,0.43,0.95,0.49,0.48
gss.csv,0.74,0.63,0.22,0.27,0.8,0.8,0.42,0.18,0.0,0.09,0.38,0.34,0.35,0.61,1.0,0.57,0.94,0.51,0.54
jmule.csv,0.78,0.86,0.29,0.09,0.8,0.82,0.39,0.15,0.0,0.04,0.52,0.45,0.35,0.62,0.61,0.46,0.94,0.47,1.0
kwave.csv,0.76,0.68,1.0,0.29,0.83,0.81,0.27,0.15,0.0,0.05,0.43,0.08,0.32,0.62,0.59,0.69,0.94,0.5,0.52
libarchive.csv,0.86,0.74,0.26,0.3,0.88,0.83,0.53,0.19,0.01,0.12,0.57,0.51,0.36,0.54,0.56,0.53,0.97,1.0,0.67
linux-ntfs.csv,0.8,0.62,0.23,0.27,0.78,0.78,0.32,0.29,0.01,0.06,0.6,0.32,0.4,0.47,0.79,1.0,0.89,0.56,0.5
lsb.csv,0.74,0.64,0.21,0.94,0.8,0.78,0.39,0.16,0.0,0.08,0.4,0.32,0.32,0.62,0.62,0.45,0.95,0.57,0.48
mp-rechnungs-und-kundenverwaltung.csv,1.0,0.85,0.36,0.91,1.0,0.9,0.54,0.22,0.01,0.11,0.41,0.52,0.98,0.52,0.79,0.58,0.97,0.62,0.44
qcad2.csv,0.87,0.64,0.29,0.24,0.82,0.92,0.98,0.19,0.0,0.12,0.48,0.41,0.32,0.66,0.74,0.58,0.95,0.5,0.5
qtwin.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
stemkit.csv,0.67,0.5,0.0,0.33,0.0,0.4,0.54,0.29,0.0,1.0,0.5,0.2,0.33,1.0,0.0,1.0,1.0,0.8,0.0
xinity.csv,0.74,0.7,0.4,0.5,1.0,0.73,0.35,0.19,0.0,0.06,0.43,0.25,0.34,1.0,0.55,0.48,0.94,0.33,0.61
