,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.3,0.4,0.48,0.43,0.33,0.1,0.18,0.44,0.23,0.25,0.23,0.01,0.38,0.42,0.05,0.41,0.75,0.09,0.07
all-plasm.csv,0.4,0.53,0.39,0.88,0.39,0.48,0.44,0.42,0.47,0.36,0.0,0.34,0.38,0.23,0.5,0.24,1.0,0.71,0.34
awemud.csv,0.0,0.4,0.39,0.45,0.5,0.48,0.33,0.42,0.27,0.64,0.6,0.27,0.31,0.38,0.45,0.72,0.0,0.37,0.14
buddata-ebxml-registry.csv,1.0,1.0,0.95,1.0,1.0,1.0,1.0,0.96,0.99,0.99,1.0,1.0,0.99,0.96,1.0,1.0,0.0,1.0,0.97
bullet.csv,0.73,0.58,0.79,0.02,0.28,0.05,0.7,0.5,0.16,0.68,0.67,0.43,0.67,0.58,0.8,0.38,0.5,0.49,0.97
dvd-create.csv,0.8,0.71,0.71,0.59,0.0,0.71,0.77,0.66,0.59,0.74,0.93,0.57,0.65,0.77,0.2,0.79,0.0,0.75,0.41
gbif-indexingtoolkit.csv,0.23,0.53,0.07,0.79,0.44,0.1,0.16,0.0,0.4,0.18,0.17,0.26,0.17,0.04,0.05,0.03,0.5,0.69,0.0
go.csv,0.6,0.0,0.32,0.55,0.5,0.57,0.8,0.78,0.75,0.56,0.9,0.37,0.8,0.73,1.0,0.86,0.75,0.56,0.79
gss.csv,0.67,0.8,0.62,0.66,0.72,0.57,0.56,0.46,0.73,0.68,0.87,0.67,0.67,0.77,0.0,0.52,0.5,0.51,0.55
jmule.csv,0.53,0.18,0.45,0.64,0.56,0.33,0.54,0.68,0.83,0.35,0.4,0.36,0.49,0.62,0.45,0.9,0.5,0.47,0.0
kwave.csv,0.37,0.51,0.0,0.27,0.28,0.33,0.46,0.46,0.61,0.26,0.43,0.36,0.46,0.62,0.45,0.14,0.75,0.46,0.34
libarchive.csv,0.23,0.36,0.3,0.24,0.22,0.24,0.29,0.44,0.34,0.51,0.4,0.32,0.48,0.46,0.55,0.55,0.25,0.0,0.28
linux-ntfs.csv,0.37,0.58,0.61,0.39,0.61,0.48,0.55,0.34,0.16,0.43,0.2,0.68,0.41,0.65,0.2,0.0,0.5,0.29,0.31
lsb.csv,0.9,0.91,0.8,0.01,0.72,0.81,0.72,0.92,0.62,0.78,0.97,0.86,0.92,0.88,0.7,0.83,0.75,0.43,0.86
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.13,0.16,0.01,0.0,0.14,0.18,0.36,0.3,0.11,0.63,0.16,0.01,0.46,0.15,0.28,0.25,0.18,0.34
qcad2.csv,0.13,0.8,0.27,0.36,0.78,0.05,0.01,0.34,0.31,0.42,0.4,0.31,0.44,0.38,0.3,0.28,0.25,0.6,0.07
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
stemkit.csv,0.03,0.02,0.2,0.04,0.0,0.14,0.06,0.1,0.08,0.0,0.03,0.03,0.06,0.0,0.0,0.0,0.0,0.01,0.0
xinity.csv,0.37,0.24,0.16,0.01,0.0,0.29,0.56,0.52,0.6,0.42,0.7,0.32,0.53,0.0,0.7,0.41,0.5,0.24,0.41
