,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.86,0.5,0.45,0.39,0.75,0.98,0.75,0.52,0.94,0.76,0.86
arsenal-1.csv,0.4,0.54,0.46,0.5,0.8,0.66,0.7,0.38,0.52,0.53,0.47
barracudamvc.csv,0.37,0.35,0.41,0.37,0.41,0.41,0.4,0.44,0.41,0.45,0.46
cascading.csv,0.5,0.83,0.4,0.48,0.61,0.57,0.59,0.59,0.43,0.43,0.46
emisview.csv,0.9,0.0,0.69,0.65,0.8,0.98,0.67,0.92,0.92,0.9,0.86
jitterbit.csv,0.61,0.82,0.37,0.49,0.83,0.74,0.67,0.66,0.93,0.93,0.78
jppf-project.csv,0.34,0.38,0.37,0.31,0.4,0.4,0.39,0.34,0.44,0.33,0.47
mevenide.csv,0.57,0.53,0.73,0.76,0.8,0.78,0.67,0.86,0.93,0.89,0.82
mycila.csv,0.93,0.94,0.75,0.0,0.93,0.97,0.89,0.83,0.0,0.9,0.75
ontopia.csv,0.85,0.88,0.38,0.36,0.47,0.44,0.9,0.83,0.47,0.37,0.55
trackit.csv,0.41,0.4,0.62,0.58,0.53,0.56,0.56,0.55,0.67,0.6,0.6
