,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.91,0.5,1.0,0.36,1.0,0.32,0.25,0.91,0.88,0.82,0.71
arsenal-1.csv,0.82,1.0,0.42,0.47,0.6,0.49,0.15,0.92,0.84,0.72,0.32
barracudamvc.csv,1.0,0.49,0.38,0.35,0.63,0.22,0.19,0.94,0.79,0.8,0.26
cascading.csv,0.85,0.5,0.52,0.45,0.33,0.25,0.18,0.97,0.99,0.81,0.29
emisview.csv,0.9,1.0,0.69,1.0,0.6,0.47,0.33,1.0,0.85,0.8,0.57
jitterbit.csv,0.85,0.5,0.57,0.28,0.67,0.99,0.2,0.89,0.8,0.86,0.44
jppf-project.csv,0.83,0.47,0.43,0.31,0.63,0.23,0.18,0.99,0.78,0.85,0.23
mevenide.csv,0.88,0.45,0.53,0.47,0.4,0.6,0.0,0.89,0.86,0.67,1.0
mycila.csv,0.87,0.33,0.0,0.0,0.71,0.44,1.0,0.83,0.0,0.9,0.0
ontopia.csv,0.74,0.12,0.4,0.25,0.67,0.23,0.2,1.0,0.79,1.0,0.2
trackit.csv,0.82,0.45,0.56,0.31,1.0,0.27,0.16,0.98,0.82,0.87,0.25
