,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.82,0.96,0.0,0.62,0.9,0.89,0.9,0.77,0.87,0.84,0.83
arsenal-1.csv,0.77,0.04,0.7,0.47,0.82,0.5,0.81,0.74,0.63,1.0,0.63
barracudamvc.csv,0.0,0.74,0.79,0.68,0.85,0.95,0.86,0.6,0.91,0.84,0.9
cascading.csv,0.71,0.8,0.56,0.51,1.0,0.77,0.78,0.65,0.03,0.81,0.64
emisview.csv,0.92,0.96,0.6,0.0,0.93,0.85,0.9,0.87,0.91,0.91,0.86
jitterbit.csv,0.69,0.69,0.48,0.76,0.82,0.06,0.76,0.8,0.9,0.85,0.73
jppf-project.csv,1.0,0.94,0.84,0.94,1.0,0.99,0.96,0.12,0.89,0.93,0.98
mevenide.csv,0.71,0.77,0.68,0.67,0.96,0.46,1.0,0.82,0.9,0.95,0.03
mycila.csv,0.88,0.87,1.01,1.0,0.78,0.9,0.1,0.95,1.0,0.88,1.0
ontopia.csv,0.88,0.99,0.82,0.9,0.67,0.91,0.82,0.93,0.76,0.0,0.86
trackit.csv,0.81,0.8,0.63,0.74,0.02,0.71,0.78,0.59,0.71,0.72,0.74
