,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.19,0.04,1.0,0.52,0.1,0.12,0.1,0.33,0.13,0.18,0.17
arsenal-1.csv,0.52,0.96,0.5,0.65,0.22,0.56,0.3,0.61,0.45,0.38,0.45
barracudamvc.csv,1.0,0.78,0.59,0.83,0.78,0.67,0.8,0.53,0.97,0.46,0.97
cascading.csv,0.42,0.22,0.59,0.61,0.15,0.34,0.3,0.36,1.0,0.5,0.72
emisview.csv,0.09,0.04,0.41,1.0,0.07,0.15,0.1,0.13,0.09,0.11,0.14
jitterbit.csv,0.44,0.41,0.77,0.52,0.2,0.94,0.3,0.37,0.1,0.16,0.28
jppf-project.csv,0.92,0.96,0.91,0.96,0.95,0.78,0.9,1.0,0.89,0.95,0.9
mevenide.csv,0.33,0.63,0.36,0.35,0.05,0.56,0.0,0.27,0.1,0.08,0.97
mycila.csv,0.12,0.22,0.0,0.0,0.24,0.1,0.9,0.05,0.0,0.12,0.0
ontopia.csv,0.19,0.04,0.73,0.65,0.49,0.64,0.2,0.07,0.79,1.0,0.59
trackit.csv,0.59,0.7,0.41,0.35,0.98,0.46,0.4,0.42,0.34,0.34,0.66
