,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.28,0.96,1.0,0.05,0.7,0.4
nsis.csv,0.27,1.0,0.06,0.06,0.69,0.33
papertoolkit.csv,0.0,0.0,0.0,1.0,1.0,0.0
plearn.csv,1.0,0.81,0.07,0.1,0.64,0.39
qdvdauthor.csv,0.29,0.94,0.06,0.17,0.98,0.46
tango-cs.csv,0.39,0.9,0.08,0.14,0.64,0.94
