,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.36,0.77,0.95,0.35,0.29,0.32,0.11,0.5,0.12,0.51,0.35,0.92,0.24,0.46,1.0
amateur-scrolls.csv,0.03,0.23,0.32,1.0,0.34,0.13,0.11,0.29,0.12,0.35,0.07,0.27,0.2,0.15,0.0
biopax.csv,0.87,0.91,0.92,0.9,0.77,0.65,0.7,0.92,0.62,0.97,0.78,0.81,1.0,0.88,1.0
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.92,0.55,0.85,0.9,0.8,0.57,0.68,1.0,0.88,0.91,0.88,0.89,0.68,0.95,1.0
ikvm.csv,0.44,0.91,0.12,0.15,0.34,0.45,0.55,0.33,0.25,0.21,0.29,0.22,0.32,0.15,0.33
irrlicht.csv,0.92,0.5,0.45,0.95,0.83,1.0,0.83,0.98,0.12,0.55,0.91,0.92,0.31,0.9,0.67
les-indemodables.csv,0.51,0.32,0.18,0.1,0.37,0.27,0.3,0.35,0.0,0.45,0.44,0.92,0.18,0.46,0.67
lportal.csv,0.15,0.59,0.02,0.1,0.31,0.6,0.28,0.33,0.12,0.91,0.38,0.32,0.21,0.17,0.0
ns-3-dev-def-routing.csv,0.69,0.5,0.3,0.7,0.31,0.39,0.3,0.44,0.38,0.39,0.98,0.57,0.39,0.54,0.0
qpe.csv,0.77,0.64,0.32,0.3,0.2,0.47,0.64,0.04,0.25,0.11,0.33,0.05,0.65,0.2,0.0
sigil.csv,0.72,0.32,0.68,0.9,0.66,0.31,0.57,1.0,0.62,0.67,0.6,0.73,0.35,0.8,1.0
ultimairis.csv,0.95,0.95,0.8,1.0,0.8,0.87,0.96,0.73,0.88,0.86,0.82,0.73,0.85,0.93,1.0
unflobtactical.csv,0.56,0.23,0.3,0.55,1.0,0.31,0.38,0.58,0.38,0.57,0.45,0.78,0.39,0.63,0.67
xbg.csv,0.0,0.18,0.12,0.55,0.06,0.24,0.15,0.02,1.0,0.39,0.1,0.0,0.08,0.34,0.67
