,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,29.0,2.0,0.0,7.0,1.0,0.0,0.0,3.0,9.0,82.0,4.0,0.0,1.0,1.0,16.0
amateur-scrolls.csv,9.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,98.0,4.0,0.0,0.0,0.0,111.0
biopax.csv,0.0,0.0,5.0,3.0,0.0,0.0,2.0,3.0,15.0,128.0,0.0,1.0,1.0,0.0,62.0
crux-framework.csv,499.0,51.0,143.0,65.0,60.0,223.0,150.0,88.0,62.0,3583.0,208.0,101.0,90.0,53.0,0.0
exl.csv,0.0,0.0,10.0,0.0,1.0,0.0,2.0,5.0,2.0,104.0,5.0,0.0,2.0,0.0,52.0
ikvm.csv,0.0,0.0,2.0,4.0,0.0,0.0,1.0,5.0,22.0,195.0,3.0,5.0,0.0,0.0,15.0
irrlicht.csv,0.0,1.0,6.0,11.0,0.0,0.0,1.0,5.0,5.0,14.0,2.0,0.0,0.0,0.0,25.0
les-indemodables.csv,1.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,62.0,105.0,2.0,0.0,1.0,0.0,20.0
lportal.csv,0.0,0.0,10.0,9.0,0.0,0.0,1.0,4.0,12.0,0.0,2.0,0.0,2.0,0.0,111.0
ns-3-dev-def-routing.csv,0.0,0.0,2.0,2.0,2.0,0.0,1.0,5.0,15.0,24.0,0.0,0.0,2.0,0.0,111.0
qpe.csv,0.0,0.0,5.0,9.0,0.0,0.0,1.0,2.0,17.0,91.0,7.0,17.0,2.0,0.0,111.0
sigil.csv,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0,21.0,1.0,0.0,0.0,0.0,28.0
ultimairis.csv,0.0,0.0,7.0,6.0,0.0,0.0,0.0,8.0,14.0,171.0,0.0,0.0,1.0,0.0,60.0
unflobtactical.csv,0.0,0.0,7.0,7.0,0.0,0.0,6.0,0.0,24.0,154.0,3.0,0.0,1.0,0.0,37.0
xbg.csv,499.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,101.0,0.0,0.0,15.0
