,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.4,0.45,0.96,0.38,0.33,0.36,0.13,0.52,0.14,0.54,0.39,0.61,0.28,0.46,0.89
amateur-scrolls.csv,0.04,0.26,0.37,1.0,0.39,0.16,0.13,0.33,0.15,0.39,0.09,0.31,0.24,0.18,0.0
biopax.csv,0.72,0.62,0.61,0.77,0.59,0.59,0.51,0.74,0.54,0.3,0.64,0.66,0.97,0.78,0.24
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.68,0.43,0.65,0.68,0.64,0.57,0.59,0.75,0.73,0.52,0.63,0.66,0.65,0.96,0.51
ikvm.csv,0.45,0.93,0.14,0.18,0.35,0.46,0.55,0.34,0.28,0.24,0.33,0.25,0.36,0.18,0.38
irrlicht.csv,0.42,0.52,0.46,0.33,0.29,0.98,0.5,0.54,0.14,0.57,0.41,0.21,0.34,0.0,0.67
les-indemodables.csv,0.55,0.36,0.21,0.12,0.42,0.31,0.34,0.4,0.0,0.49,0.48,0.93,0.21,0.52,0.68
lportal.csv,0.17,0.63,0.02,0.12,0.34,0.52,0.32,0.36,0.14,0.93,0.39,0.34,0.23,0.19,0.0
ns-3-dev-def-routing.csv,0.66,0.52,0.35,0.69,0.36,0.43,0.35,0.46,0.41,0.43,0.98,0.44,0.43,0.54,0.0
qpe.csv,0.81,0.58,0.36,0.31,0.23,0.48,0.4,0.05,0.27,0.13,0.36,0.06,0.19,0.23,0.0
sigil.csv,0.71,0.34,0.67,0.7,0.68,0.35,0.58,0.99,0.65,0.66,0.59,0.66,0.4,0.73,0.81
ultimairis.csv,0.24,0.13,0.31,0.78,0.64,0.43,0.97,0.58,0.37,0.26,0.52,0.56,0.77,0.77,0.49
unflobtactical.csv,0.57,0.26,0.34,0.51,1.0,0.35,0.42,0.62,0.39,0.58,0.49,0.68,0.43,0.56,0.63
xbg.csv,0.0,0.21,0.15,0.57,0.07,0.28,0.18,0.02,1.0,0.43,0.12,0.0,0.1,0.39,0.69
