,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.68,0.04,0.47,0.0,0.29,0.18,0.17,0.21,0.21,0.92,0.29,0.6,0.21
apolloplayer.csv,0.39,0.67,0.65,1.0,0.69,0.42,0.8,0.77,0.9,0.4,0.51,0.8,0.6
auber.csv,0.42,0.96,0.35,1.0,0.97,0.88,0.77,0.65,0.83,1.0,0.79,1.0,0.78
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.69,0.6,1.0
k3d.csv,0.47,0.04,0.18,0.0,0.51,0.09,0.8,0.4,0.68,0.56,0.13,0.2,0.36
nug.csv,0.5,0.21,0.76,0.0,0.11,0.01,0.3,0.33,0.22,0.04,0.17,0.0,0.15
owlapi.csv,0.58,0.33,0.47,1.0,0.49,0.52,0.27,0.42,0.94,0.8,0.43,0.0,0.3
ppcboot.csv,0.97,0.92,1.0,1.0,1.0,0.9,0.73,0.74,0.58,1.0,0.99,1.0,1.0
red5.csv,0.84,0.62,1.0,1.0,0.86,0.49,1.0,0.74,0.86,0.92,0.84,1.0,0.91
redshell.csv,0.18,0.33,0.35,0.0,0.69,0.78,0.8,0.51,0.86,0.6,0.54,0.4,0.4
utgb.csv,0.42,0.58,0.12,0.0,0.71,0.32,0.4,0.3,0.3,0.08,0.39,0.8,0.31
xreal.csv,0.08,0.17,0.06,0.0,0.49,0.22,0.37,0.47,0.18,0.08,0.2,1.0,0.01
