,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.23,0.06,0.31,0.0,0.56,0.97,0.11,0.64,0.68,0.19,0.88,0.05,0.61
apolloplayer.csv,0.13,0.44,0.44,0.0,0.5,0.96,0.21,0.57,0.55,0.19,0.77,0.04,0.71
auber.csv,0.14,0.23,0.2,0.0,0.52,0.95,0.13,0.55,0.57,0.16,0.77,0.03,0.78
irrlicht.csv,0.14,0.23,0.32,0.0,0.53,0.96,0.14,0.6,0.53,0.16,0.82,0.03,0.55
k3d.csv,0.13,0.5,0.6,0.0,0.53,1.0,0.47,0.63,0.55,0.12,0.82,0.02,0.69
nug.csv,0.16,0.5,0.62,0.0,0.57,1.0,0.41,0.7,0.55,0.5,0.78,0.0,0.26
owlapi.csv,0.14,0.17,0.47,0.01,0.68,0.95,0.06,0.82,0.54,0.36,0.78,0.0,0.41
ppcboot.csv,0.13,0.23,0.33,0.0,0.53,0.96,0.12,0.65,0.67,0.16,0.78,0.03,0.55
red5.csv,0.14,0.35,0.35,0.0,0.58,0.96,0.15,0.74,0.53,0.2,0.78,0.03,0.56
redshell.csv,0.09,0.23,0.29,0.0,0.52,0.98,0.15,0.55,0.54,0.12,0.79,0.03,0.75
utgb.csv,0.17,0.33,0.2,0.0,0.81,0.97,0.17,0.72,0.53,0.06,0.75,0.11,0.66
xreal.csv,0.09,0.1,0.11,0.0,0.53,0.98,0.12,0.54,0.4,0.04,0.72,0.71,0.2
