,f1,g,recall,precision,pf,wins
adaptagrams.csv,0.275,0.44499999999999995,0.42,0.55,0.225,10
customsagetv.csv,0.27,0.24,0.20500000000000002,0.5900000000000001,0.13,0
glas.csv,0.46499999999999997,0.51,0.5,0.5349999999999999,0.39,14
intact.csv,0.45,0.49,0.53,0.475,0.46499999999999997,11
japano.csv,0.565,0.45499999999999996,0.765,0.47000000000000003,0.795,7
jas.csv,0.405,0.37,0.33999999999999997,0.5,0.28,5
lazarus-ccr.csv,0.45,0.45999999999999996,0.5900000000000001,0.39,0.6599999999999999,1
officefloor.csv,0.29000000000000004,0.365,0.32,0.57,0.155,6
primefaces.csv,0.59,0.23,0.9299999999999999,0.42500000000000004,0.915,2
pustefix.csv,0.47,0.45499999999999996,0.53,0.585,0.4,15
red5.csv,0.625,0.335,0.875,0.495,0.865,9
redshell.csv,0.43,0.48,0.52,0.47,0.575,4
rohxel.csv,0.55,0.41500000000000004,0.57,0.5,0.46499999999999997,13
roolo.csv,0.475,0.45499999999999996,0.735,0.51,0.66,12
toped.csv,0.575,0.39,0.85,0.505,0.86,8
xreal.csv,0.355,0.33999999999999997,0.30500000000000005,0.52,0.225,3
