,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.2,0.73,0.42,0.57,0.77,0.28,0.1,0.83,0.94,0.33,0.25,0.69,0.75,0.62,0.86,0.59,0.66
arm-webradio.csv,0.4,0.91,0.0,0.48,0.84,0.47,0.1,0.67,0.96,0.67,0.0,0.34,0.28,0.31,0.83,0.9,0.97
bwapi.csv,0.91,0.64,1.0,0.91,0.48,0.97,1.0,0.33,0.35,0.67,1.0,0.87,0.86,0.96,0.31,0.78,0.49
co-ode-owl-plugins.csv,0.51,0.64,0.58,0.72,0.84,0.53,0.24,0.72,0.93,0.73,0.06,0.44,0.31,0.88,0.69,0.85,0.97
firebreath.csv,0.4,0.91,0.75,0.67,0.77,0.65,0.24,0.28,0.7,0.67,0.12,0.54,0.58,0.65,0.44,0.23,0.63
frogatto.csv,0.74,0.64,0.92,0.83,0.66,0.62,0.81,0.44,0.7,0.8,1.0,0.67,0.73,1.0,0.67,0.28,0.6
gretl.csv,0.63,0.73,0.75,0.65,0.95,0.5,0.29,0.72,0.74,1.0,0.12,0.75,0.51,1.0,0.97,0.91,0.74
jasperreports.csv,0.49,0.55,1.0,0.74,0.43,0.9,0.95,0.33,0.2,0.2,1.0,0.78,0.84,1.0,0.36,0.17,0.09
konversation.csv,0.31,0.36,0.83,0.41,0.41,0.63,0.29,0.44,0.13,0.73,0.38,0.44,0.26,1.0,0.19,0.13,0.14
linuxsh.csv,0.46,0.73,0.17,0.15,0.68,0.18,0.0,0.72,0.96,0.67,0.0,0.15,0.17,0.04,0.64,0.65,0.46
moviesandbox.csv,0.83,0.36,0.83,0.57,0.73,0.68,0.1,0.67,0.85,0.73,0.06,0.19,0.22,0.62,0.44,0.27,0.26
ontomorphtab.csv,0.66,1.0,0.83,0.76,0.89,0.62,0.38,0.22,0.8,0.8,0.19,0.51,0.5,0.96,0.56,0.2,0.8
opengs.csv,0.17,0.55,0.58,0.63,0.73,0.35,0.1,0.22,0.78,0.47,0.0,0.4,0.35,0.58,0.33,0.27,0.0
scite-ru.csv,0.94,0.64,0.83,0.87,0.91,0.8,0.43,0.78,0.98,1.0,0.81,0.49,0.5,1.0,0.81,0.99,0.83
tokratan.csv,0.34,0.55,0.58,0.57,0.61,0.32,0.1,0.11,0.39,0.6,0.12,0.66,0.49,0.92,0.19,0.12,0.51
vrjuggler.csv,0.51,0.0,0.17,0.13,0.3,0.02,0.19,0.72,0.09,0.27,0.69,0.06,0.1,0.0,0.64,0.37,0.17
xuggle.csv,0.49,0.73,0.58,0.76,0.75,0.62,0.62,0.33,0.85,0.93,0.19,0.59,0.73,1.0,0.75,0.86,0.6
