,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,2.0,2.0,7.0,57.0,2.0,8.0,5.0,2.0,1.0,33.0,6.0,0.0,1.0,89.0,2.0,0.0,1.0
arm-webradio.csv,5.0,3.0,101.0,12.0,2.0,2.0,1.0,1.0,2.0,21.0,74.0,0.0,0.0,66.0,2.0,0.0,2.0
bwapi.csv,1.0,11.0,21.0,115.0,1.0,3.0,9.0,13.0,2.0,22.0,14.0,2.0,2.0,182.0,2.0,1.0,2.0
co-ode-owl-plugins.csv,7.0,3.0,19.0,59.0,1.0,3.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,300.0,0.0,0.0,2.0
firebreath.csv,1.0,2.0,10.0,31.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,1.0,48.0,1.0,0.0,0.0
frogatto.csv,0.0,11.0,7.0,18.0,0.0,1.0,0.0,6.0,0.0,6.0,9.0,0.0,0.0,180.0,0.0,0.0,17.0
gretl.csv,1.0,9.0,11.0,25.0,2.0,4.0,6.0,5.0,3.0,22.0,5.0,1.0,1.0,32.0,2.0,0.0,1.0
jasperreports.csv,0.0,29.0,21.0,111.0,2.0,3.0,9.0,13.0,2.0,3.0,11.0,2.0,1.0,4.0,2.0,0.0,54.0
konversation.csv,1.0,3.0,0.0,11.0,0.0,3.0,7.0,1.0,1.0,9.0,8.0,0.0,0.0,28.0,0.0,0.0,7.0
linuxsh.csv,0.0,0.0,6.0,11.0,0.0,4.0,72.0,4.0,1.0,19.0,74.0,0.0,0.0,50.0,4.0,0.0,3.0
moviesandbox.csv,1.0,3.0,2.0,38.0,0.0,1.0,7.0,8.0,2.0,47.0,0.0,0.0,0.0,70.0,2.0,0.0,1.0
ontomorphtab.csv,0.0,4.0,11.0,46.0,0.0,0.0,2.0,22.0,2.0,21.0,4.0,0.0,0.0,68.0,4.0,1.0,1.0
opengs.csv,0.0,4.0,9.0,17.0,0.0,7.0,0.0,0.0,2.0,28.0,74.0,0.0,0.0,47.0,0.0,1.0,131.0
scite-ru.csv,1.0,1.0,14.0,117.0,0.0,1.0,4.0,10.0,1.0,22.0,9.0,0.0,0.0,182.0,0.0,1.0,2.0
tokratan.csv,2.0,1.0,13.0,7.0,0.0,3.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,85.0,0.0,0.0,0.0
vrjuggler.csv,1.0,65.0,11.0,10.0,0.0,10.0,6.0,2.0,0.0,15.0,4.0,0.0,2.0,502.0,1.0,1.0,2.0
xuggle.csv,2.0,8.0,22.0,11.0,0.0,0.0,0.0,1.0,3.0,14.0,10.0,2.0,1.0,173.0,0.0,0.0,1.0
