,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.91,0.52,0.78,0.49,0.44,0.66,0.93,0.5,0.36,0.52,0.48,0.35,0.52,0.57,0.42,0.51,0.75
arm-webradio.csv,0.67,0.66,0.89,0.73,0.48,0.65,0.8,0.94,0.35,0.46,0.67,0.82,0.9,0.86,0.46,0.49,0.7
bwapi.csv,0.46,0.48,0.43,0.5,0.54,0.42,0.36,0.39,0.92,0.61,0.36,0.5,0.45,0.46,0.9,0.65,0.67
co-ode-owl-plugins.csv,0.54,0.67,0.62,0.6,0.42,0.59,0.89,0.96,0.37,0.44,0.83,0.66,0.74,0.56,0.44,0.49,0.69
firebreath.csv,0.47,0.44,0.43,0.58,0.37,0.49,0.86,0.55,0.4,0.49,0.61,0.4,0.45,0.61,0.58,0.58,0.59
frogatto.csv,0.34,0.41,0.41,0.46,0.38,0.39,0.33,0.37,0.45,0.47,0.37,0.35,0.32,0.45,0.42,0.45,0.49
gretl.csv,0.42,0.47,0.54,0.6,0.41,0.5,0.57,0.55,0.45,0.42,0.86,0.4,0.51,0.45,0.42,0.51,0.63
jasperreports.csv,0.68,0.48,0.42,0.55,0.56,0.45,0.35,0.39,0.56,0.9,0.35,0.47,0.46,0.7,0.74,0.86,0.7
konversation.csv,0.57,0.82,0.52,0.88,0.57,0.48,0.95,0.83,0.9,0.49,0.77,0.67,0.77,0.57,0.89,0.7,0.92
linuxsh.csv,0.71,0.62,0.93,0.96,0.43,0.93,0.67,0.83,0.36,0.5,0.0,0.96,0.96,0.98,0.41,0.54,0.68
moviesandbox.csv,0.5,0.92,0.48,0.77,0.39,0.57,0.89,0.83,0.49,0.51,0.75,0.97,0.97,0.72,0.52,0.57,0.96
ontomorphtab.csv,0.42,0.48,0.48,0.58,0.43,0.58,0.71,0.45,0.42,0.49,0.67,0.44,0.57,0.5,0.48,0.68,0.6
opengs.csv,0.86,0.54,0.67,0.66,0.39,0.6,0.5,0.75,0.58,0.65,0.0,0.52,0.63,0.63,0.65,0.78,0.0
scite-ru.csv,0.46,0.54,0.51,0.59,0.38,0.47,0.72,0.54,0.43,0.44,0.39,0.49,0.55,0.46,0.47,0.47,0.51
tokratan.csv,0.56,0.56,0.65,0.73,0.38,0.64,0.5,0.83,0.96,0.71,0.75,0.4,0.48,0.53,0.86,0.94,0.57
vrjuggler.csv,0.59,0.67,0.92,0.95,0.7,0.92,0.91,0.96,0.89,0.93,0.58,0.89,0.94,0.65,0.51,0.98,0.93
xuggle.csv,0.5,0.39,0.56,0.61,0.37,0.44,0.37,0.5,0.44,0.56,0.52,0.43,0.39,0.46,0.43,0.49,0.43
