,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.16,0.54,0.0,0.75,0.14,0.37,0.68,0.95
jicarilla.csv,0.19,0.0,0.94,0.0,0.0,0.0,0.14,0.14
optalgtoolkit.csv,0.55,0.59,0.18,0.56,0.57,0.95,0.59,0.57
ossim.csv,0.29,0.0,0.0,0.81,0.0,0.0,0.0,0.0
projectts.csv,0.67,0.86,0.64,0.81,0.86,0.47,0.97,0.41
sabbu.csv,0.95,0.19,0.06,0.31,0.43,0.21,0.27,0.2
vxl.csv,0.45,0.89,1.0,0.12,0.14,0.0,0.95,0.93
zact.csv,0.12,0.03,0.24,0.06,1.0,0.26,0.0,0.3
