,f1,g,recall,precision,pf,wins
atlc.csv,0.4,0.46499999999999997,0.62,0.33,0.61,3
pclasses.csv,0.10500000000000001,0.07500000000000001,0.06,0.315,0.16,0
pfaedit.csv,0.31,0.395,0.35,0.41000000000000003,0.135,4
theresa.csv,0.375,0.485,0.45,0.44,0.305,8
thrust.csv,0.395,0.41500000000000004,0.375,0.435,0.25,5
tktoolkit.csv,0.46499999999999997,0.515,0.63,0.36,0.535,7
trinitycore.csv,0.28,0.29500000000000004,0.255,0.445,0.175,1
tzod.csv,0.445,0.575,0.63,0.43500000000000005,0.31,9
yaprm.csv,0.28,0.4,0.355,0.33,0.225,2
zemljanka.csv,0.47000000000000003,0.52,0.835,0.345,0.78,6
