,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.59,0.31,0.17,0.78,0.63,0.94,0.66,0.88,0.53,0.33
pclasses.csv,0.16,0.42,0.0,0.16,0.2,0.04,0.18,0.01,0.33,0.0
pfaedit.csv,0.07,0.1,0.0,0.3,0.17,0.02,0.61,0.08,0.34,0.22
theresa.csv,0.29,0.35,0.07,0.24,0.34,0.02,0.32,0.58,0.24,0.33
thrust.csv,0.09,0.29,0.48,0.06,0.57,0.17,0.42,0.19,0.28,0.22
tktoolkit.csv,0.48,0.83,0.17,0.52,0.66,0.49,0.61,0.15,0.55,1.0
trinitycore.csv,0.32,0.12,0.0,0.46,0.06,0.23,0.47,0.06,0.36,0.0
tzod.csv,0.3,0.31,0.34,0.2,0.31,0.11,0.42,0.79,0.28,0.44
yaprm.csv,0.34,0.23,0.0,0.26,0.0,0.28,0.37,0.11,0.22,0.0
zemljanka.csv,0.73,0.62,0.9,0.58,0.83,0.55,0.84,0.85,0.88,0.0
