,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.78,0.22,0.12,0.74,0.72,0.1,0.71,0.92
enlightenment.csv,0.66,0.23,0.13,0.73,0.52,0.08,0.65,0.73
ffigo.csv,0.76,0.3,0.1,0.0,0.0,0.13,0.8,0.0
ildjit.csv,0.72,0.55,0.23,0.54,0.47,0.0,0.74,0.87
jfreereport.csv,0.87,0.09,0.26,0.76,0.5,0.14,0.88,1.0
psycle.csv,0.79,0.17,0.16,0.66,0.57,0.11,0.76,0.9
wikipediardware.csv,0.77,0.15,0.13,0.65,0.52,0.09,0.62,0.9
wxjs.csv,0.67,0.0,0.07,0.33,1.0,0.28,0.0,0.67
