,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.74,0.86,0.57,0.55,0.63,0.44,0.59
ifmo-game-1.csv,0.67,0.93,0.86,0.71,0.8,0.55,0.75
knowledge.csv,0.4,0.43,0.4,0.45,0.5,0.35,0.34
pentahoanalysistool.csv,0.42,0.54,0.94,0.88,0.76,0.67,0.71
projecteqemu.csv,0.42,0.58,0.8,0.74,0.8,0.69,0.45
sumatrapdf.csv,0.41,0.41,0.47,0.46,0.81,0.61,0.39
voms.csv,0.39,0.42,0.93,0.63,0.7,0.59,0.42
