,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,292.0,925.5,171.0,92.5,97.5,197.5,92.5,87.5,96.5
ipfilter.csv,492.0,2930.0,651.5,98.5,97.5,99.0,197.5,99.0,96.5
mesa3d.csv,95.5,2358.0,182.0,96.5,97.5,389.0,92.5,97.5,88.5
nassp.csv,83.5,1036.5,182.0,96.5,97.5,71.5,96.5,90.5,57.5
rockbox.csv,262.5,844.0,417.5,93.5,150.0,197.5,96.5,86.5,96.5
soar.csv,393.0,4510.5,743.0,99.0,99.0,99.0,197.5,99.0,96.5
super-tux.csv,95.5,3257.5,186.0,99.0,181.0,99.0,197.5,98.5,96.5
tencompetence.csv,295.5,1635.0,300.5,99.0,97.5,99.0,92.5,99.0,282.5
utgb.csv,193.5,1467.5,88.5,93.5,97.5,357.0,92.5,93.5,88.5
