,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.84,0.71,0.82,0.58,0.81,0.27,0.43
clamav.csv,0.68,0.53,0.89,0.53,0.36,0.4,0.39
k3b.csv,0.83,0.96,0.7,0.41,0.81,0.56,0.44
kindb.csv,0.59,0.67,0.65,0.59,1.0,0.38,0.22
pclasses.csv,0.32,1.0,0.94,0.99,0.54,0.82,0.9
re2c.csv,0.83,0.02,0.94,0.77,0.76,0.91,0.97
thrust.csv,0.92,0.64,0.46,0.78,1.0,0.92,1.0
