,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.24,0.78,0.62,0.16,0.19,0.53,0.26,0.57,0.44,0.29,0.42,0.34,0.52,0.36,0.51,0.38,0.82,0.27,0.23
delphilhlplib.csv,0.54,0.77,0.97,0.69,0.74,0.45,0.3,0.61,0.61,0.62,0.82,0.52,0.76,0.7,0.52,0.51,0.7,0.34,0.54
exordium.csv,0.1,0.23,0.2,0.18,1.0,0.46,0.04,0.13,0.33,0.16,0.42,0.19,0.07,0.2,0.02,0.2,0.1,0.11,0.76
fltk.csv,0.73,0.42,0.33,0.91,0.66,0.54,0.17,0.58,0.58,0.39,0.76,0.34,0.6,0.47,0.45,0.46,0.94,0.15,0.7
genoviz.csv,0.3,0.07,0.42,0.17,0.13,0.12,0.04,0.06,0.15,0.14,0.11,0.06,0.07,0.15,0.24,0.16,0.01,0.23,1.0
gzigzag.csv,0.53,0.3,0.3,0.54,0.57,0.97,0.07,0.65,0.43,0.28,0.72,0.41,0.22,0.25,0.38,0.52,0.04,0.06,0.45
irrlicht.csv,0.41,0.24,0.61,0.48,0.49,0.62,0.42,0.63,0.56,0.99,0.57,0.51,0.57,0.45,0.46,0.63,0.98,0.6,0.85
kmess.csv,0.42,0.31,0.41,0.54,0.48,0.32,0.09,0.44,0.78,0.48,0.3,0.57,0.32,0.33,0.57,0.98,0.14,0.48,0.43
moast.csv,0.18,0.17,0.05,0.24,0.52,0.43,0.01,0.0,0.52,0.12,0.7,0.16,0.12,0.27,0.15,0.4,0.99,0.07,0.43
mptvseries.csv,0.69,0.0,0.69,0.7,0.64,0.49,0.07,0.99,0.57,0.28,0.33,0.47,0.23,0.4,0.53,0.5,0.27,0.17,0.76
nativeclient.csv,0.64,0.6,0.63,0.52,0.69,0.58,0.46,0.55,0.69,0.54,0.66,0.63,0.48,0.64,0.6,0.57,0.44,0.97,0.86
openfrag.csv,0.61,0.44,0.6,0.6,0.68,0.6,0.41,0.73,0.37,0.57,0.63,0.52,0.5,0.94,0.61,0.64,0.72,0.5,0.47
phet.csv,0.25,0.62,0.51,0.5,0.22,0.39,0.95,0.34,0.39,0.49,0.16,0.05,0.09,0.24,0.4,0.51,0.0,0.49,0.23
qdvdauthor.csv,0.29,0.55,0.41,0.5,0.33,0.25,0.19,0.55,0.36,0.45,0.36,0.53,0.42,0.63,1.0,0.52,0.04,0.53,0.24
qse.csv,0.73,0.6,0.56,0.6,0.73,0.59,0.38,0.66,0.36,0.51,0.97,0.66,0.61,0.48,0.52,0.56,0.44,0.43,0.64
sauerbraten.csv,0.99,0.43,0.29,0.65,0.75,0.42,0.25,0.56,0.66,0.51,0.73,0.37,0.44,0.56,0.34,0.6,0.28,0.39,0.23
toped.csv,0.17,0.09,0.62,0.17,0.27,0.25,0.48,0.76,1.0,0.3,0.17,0.64,0.38,0.62,0.57,0.52,0.95,0.09,0.24
truevision.csv,0.67,0.59,0.55,0.51,0.77,0.49,0.33,0.57,0.59,0.37,0.76,0.93,0.27,0.64,0.52,0.56,0.27,0.32,0.27
zoolib.csv,0.7,0.07,0.1,0.4,0.47,0.39,0.12,0.37,0.42,0.16,0.45,0.13,0.81,0.18,0.29,0.32,0.34,0.12,0.81
