,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.88,0.25,0.54,0.87,0.86,0.7,0.82,0.64,0.68,0.78,0.66,0.93,0.68,0.79,0.65,0.74,0.34,0.84,0.88
delphilhlplib.csv,0.77,0.46,0.06,0.45,0.56,0.64,0.81,0.48,0.58,0.6,0.27,0.54,0.44,0.43,0.59,0.58,0.56,0.71,0.74
exordium.csv,0.92,0.86,0.85,0.85,0.0,0.61,0.98,0.89,0.74,0.87,0.63,0.84,0.94,0.83,0.98,0.83,0.95,0.91,0.41
fltk.csv,0.56,0.7,0.72,0.11,0.43,0.6,0.94,0.48,0.48,0.68,0.31,0.71,0.46,0.58,0.61,0.61,0.17,0.88,0.57
genoviz.csv,0.74,0.95,0.71,0.86,0.89,0.9,0.98,0.95,0.88,0.9,0.91,0.95,0.94,0.88,0.81,0.89,0.99,0.83,0.0
gzigzag.csv,0.55,0.76,0.74,0.55,0.53,0.04,0.95,0.45,0.69,0.8,0.38,0.79,0.83,0.79,0.77,0.67,0.97,0.95,0.6
irrlicht.csv,0.88,0.95,0.47,0.84,0.84,0.6,0.82,0.68,0.78,0.02,0.77,0.82,0.79,0.85,0.86,0.72,0.03,0.72,0.47
kmess.csv,0.66,0.78,0.65,0.63,0.73,0.74,0.93,0.73,0.47,0.67,0.82,0.56,0.81,0.82,0.6,0.04,1.14,0.75,0.72
moast.csv,0.86,0.86,1.0,0.82,0.54,0.64,1.0,1.0,0.54,0.9,0.36,0.87,0.9,0.77,0.88,0.67,0.01,0.94,0.7
mptvseries.csv,0.61,1.0,0.48,0.49,0.48,0.59,0.97,0.03,0.56,0.77,0.91,0.58,0.81,0.66,0.59,0.61,0.79,0.86,0.43
nativeclient.csv,0.71,0.68,0.5,0.62,0.65,0.63,0.75,0.59,0.59,0.66,0.59,0.51,0.74,0.51,0.63,0.68,0.66,0.04,0.44
openfrag.csv,0.75,0.86,0.65,0.72,0.57,0.69,0.89,0.5,0.89,0.71,0.73,0.78,0.67,0.07,0.69,0.65,0.66,0.83,0.85
phet.csv,0.97,0.62,0.73,0.76,1.05,0.88,0.06,0.97,0.93,0.8,1.04,1.01,0.99,1.05,0.91,0.8,1.35,0.83,0.93
qdvdauthor.csv,0.85,0.74,0.76,0.7,0.9,0.82,0.87,0.59,0.85,0.79,0.94,0.74,0.71,0.57,0.0,0.79,0.97,0.79,0.81
qse.csv,0.59,0.65,0.55,0.55,0.54,0.68,0.81,0.52,0.9,0.66,0.04,0.49,0.55,0.59,0.67,0.59,0.86,0.68,0.67
sauerbraten.csv,0.04,0.79,0.86,0.54,0.41,0.66,0.84,0.54,0.54,0.64,0.51,0.7,0.62,0.66,0.73,0.5,0.76,0.72,0.89
toped.csv,0.96,0.98,0.54,0.96,0.93,0.8,0.78,0.58,0.0,0.92,0.96,0.62,0.89,0.46,0.76,0.81,0.07,0.98,0.81
truevision.csv,0.65,0.53,0.54,0.56,0.35,0.83,0.82,0.51,0.72,0.7,0.34,0.08,0.8,0.58,0.57,0.59,0.81,0.73,0.93
zoolib.csv,0.4,0.94,0.93,0.66,0.6,0.67,0.93,0.7,0.64,0.88,0.6,0.9,0.23,0.85,0.78,0.74,0.71,0.91,0.24
