,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.82,0.85,0.47,0.96,0.92,0.56,0.97,0.54,0.54,0.87,0.64,0.58,0.69,0.66,0.61,0.75,0.47,0.82,0.59
delphilhlplib.csv,0.39,0.57,0.42,0.55,0.48,0.7,0.7,0.44,0.42,0.54,0.46,0.69,0.75,0.52,0.46,0.51,0.49,0.84,0.45
exordium.csv,0.67,0.65,0.75,0.96,0.74,0.76,0.97,0.5,0.76,0.96,0.77,0.88,0.92,0.92,0.5,0.94,0.88,0.93,0.4
fltk.csv,0.33,0.73,0.69,0.54,0.54,0.52,0.65,0.67,0.46,0.76,0.53,0.93,0.98,0.69,0.5,0.54,0.43,0.97,0.36
genoviz.csv,0.91,0.99,0.73,0.95,0.67,0.86,0.96,0.75,0.83,0.97,0.67,0.5,0.93,0.91,0.8,0.96,0.8,0.88,0.8
gzigzag.csv,0.54,1.0,0.94,0.66,0.7,0.83,0.96,0.65,0.52,0.89,0.57,0.65,0.99,0.93,0.73,0.58,0.86,0.91,0.75
irrlicht.csv,0.32,0.47,0.51,0.42,0.44,0.45,0.39,0.43,0.33,0.5,0.41,0.39,0.52,0.45,0.38,0.44,0.44,0.6,0.42
kmess.csv,0.48,0.72,0.62,0.59,0.62,0.96,0.96,0.55,0.35,0.65,0.92,0.49,0.8,0.74,0.45,0.49,0.59,0.78,0.5
moast.csv,0.9,0.99,0.86,0.93,0.8,0.77,0.97,0.0,0.44,0.95,0.54,0.83,0.83,0.93,0.83,0.6,0.43,0.92,0.5
mptvseries.csv,0.35,0.45,0.42,0.49,0.55,0.59,0.91,0.6,0.45,0.81,0.44,0.89,0.96,0.67,0.58,0.52,0.68,0.97,0.38
nativeclient.csv,0.3,0.47,0.46,0.55,0.47,0.51,0.48,0.57,0.33,0.5,0.45,0.45,0.61,0.52,0.39,0.42,0.58,0.57,0.44
openfrag.csv,0.31,0.43,0.38,0.43,0.48,0.38,0.37,0.45,0.32,0.48,0.45,0.49,0.53,0.53,0.44,0.4,0.39,0.53,0.32
phet.csv,0.78,0.63,0.61,0.63,0.65,0.62,0.98,0.57,0.47,0.58,0.79,0.41,0.49,0.56,0.52,0.56,0.71,0.62,0.64
qdvdauthor.csv,0.75,0.64,0.68,0.63,0.64,0.96,0.91,0.62,0.61,0.69,0.5,0.49,0.71,0.57,0.45,0.54,0.88,0.62,0.83
qse.csv,0.33,0.52,0.52,0.56,0.56,0.52,0.52,0.5,0.31,0.64,0.49,0.44,0.72,0.59,0.47,0.46,0.4,0.72,0.39
sauerbraten.csv,0.38,0.57,0.73,0.58,0.54,0.67,0.68,0.56,0.41,0.64,0.56,0.95,0.98,0.69,0.69,0.55,0.82,0.83,0.53
toped.csv,0.34,0.46,0.55,0.43,0.42,0.93,0.57,0.39,0.33,0.47,0.42,0.44,0.53,0.58,0.38,0.42,0.45,0.51,0.83
truevision.csv,0.32,0.53,0.45,0.59,0.52,0.43,0.47,0.56,0.33,0.66,0.41,0.6,0.96,0.38,0.52,0.54,0.75,0.87,0.34
zoolib.csv,0.42,0.98,0.83,0.85,0.56,0.76,0.98,0.73,0.65,0.97,0.71,0.83,0.96,0.9,0.79,0.75,0.74,0.95,0.7
