,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.46,0.52,0.64,0.53,0.75,0.55,0.0
encog-java.csv,0.68,0.05,0.04,0.26,0.27,0.26,0.0
h2database.csv,0.63,0.73,0.13,0.69,0.24,0.18,0.16
haphazard.csv,0.27,0.18,0.65,0.55,0.41,0.42,0.41
jaql.csv,0.73,0.54,0.41,0.67,0.43,0.55,0.24
raven-monitoring.csv,0.47,0.42,0.67,0.43,0.07,0.66,0.29
v8.csv,0.09,0.5,0.47,0.43,0.28,0.46,0.84
