,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.51,0.44,0.38,0.15,1.0,0.36,0.17,0.5,0.31,0.24,0.23,0.72,0.62,0.97,0.36
fmri-dmt.csv,0.41,0.44,0.57,0.26,0.0,0.71,0.83,0.35,0.08,0.47,0.47,0.45,0.36,0.97,0.91
ftm.csv,0.77,0.93,0.29,0.81,1.0,0.57,0.33,0.19,1.0,0.29,0.33,0.63,0.62,0.23,0.73
fulguro.csv,0.36,0.0,0.05,0.13,1.0,0.21,1.0,0.77,0.0,0.35,0.77,0.0,0.11,0.2,0.64
gss.csv,0.95,0.7,0.76,0.87,1.0,0.79,0.83,0.73,0.92,0.88,0.73,0.87,0.82,0.69,0.64
illumination.csv,0.0,0.0,0.0,0.0,1.0,0.86,1.0,0.58,0.0,0.71,1.0,0.0,0.0,1.0,0.0
ldview.csv,0.72,1.0,0.81,0.91,1.0,0.86,0.83,0.54,0.77,0.71,0.57,0.7,0.36,0.97,1.0
monetdb.csv,0.56,0.15,0.57,0.7,0.0,0.21,0.17,0.19,0.85,0.47,0.17,0.52,0.9,0.51,0.18
netatalk.csv,0.74,0.63,0.57,0.68,0.0,0.71,1.0,0.92,1.0,0.76,0.73,0.63,0.85,0.6,0.82
olex2.csv,0.72,0.89,0.0,0.13,1.0,0.36,0.83,0.35,0.23,0.0,0.2,0.73,0.64,0.6,0.09
qpe.csv,0.69,0.93,0.29,0.68,0.0,0.79,0.67,0.19,0.69,0.47,0.8,0.22,0.26,0.03,0.55
quark.csv,0.26,0.04,0.24,0.45,0.0,0.29,0.0,0.12,0.85,0.06,0.17,0.18,0.52,0.03,0.36
sepgsql.csv,0.62,0.89,0.52,0.57,1.0,0.57,0.17,0.23,0.85,0.24,0.37,0.58,0.64,0.46,0.73
synergyspace.csv,0.38,0.44,0.05,0.23,1.0,0.21,1.0,0.58,0.15,0.24,0.57,0.15,0.11,0.06,0.18
