,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,99.0,195.0,98.5,584.0,98.5,194.5,2368.5,585.5,96.5,89.5,89.5,0.0,384.0,97.5,198.0
badtrinity-zero.csv,98.5,0.0,99.0,0.0,98.5,487.0,465.0,0.0,98.5,0.0,89.5,98.5,93.5,97.5,198.0
biodwh.csv,99.0,93.5,98.5,389.0,98.5,518.0,575.0,388.5,91.5,98.5,91.5,92.5,285.5,97.5,584.5
critterding.csv,99.0,91.5,99.0,581.0,197.5,579.5,6753.5,388.5,96.5,98.5,289.0,98.5,384.0,97.5,198.0
elateportal.csv,99.0,195.0,99.0,290.5,98.5,289.5,5418.0,486.5,96.5,94.5,89.5,98.5,384.0,97.5,879.5
enzo.csv,99.0,195.0,99.0,291.5,98.5,487.0,4810.0,388.5,98.5,98.5,383.5,98.5,384.0,97.5,198.0
factor.csv,99.0,93.5,155.0,584.0,98.5,829.0,75.5,290.5,94.5,257.5,84.5,84.5,431.5,82.5,584.5
gusanos.csv,97.5,195.0,369.0,390.0,98.5,291.0,896.0,94.5,96.5,81.5,184.0,0.0,384.0,97.5,198.0
miranda.csv,8.5,0.0,99.0,0.0,98.5,487.0,186.5,0.0,94.5,0.0,89.5,98.5,190.0,97.5,198.0
modplug.csv,99.0,195.0,99.0,584.0,197.5,487.0,7696.5,585.5,98.5,98.5,190.5,98.5,384.0,97.5,198.0
monetdb.csv,485.5,97.5,99.0,91.5,192.0,388.5,3005.0,75.5,96.5,89.5,91.5,92.5,189.0,97.5,99.0
quarkplayer.csv,99.0,81.5,193.0,291.5,494.0,1158.0,1806.5,93.5,98.5,96.5,239.5,91.5,782.0,440.5,197.5
reactos-mirror.csv,99.0,97.5,98.5,486.5,98.5,194.5,4883.0,388.5,98.5,98.5,186.0,98.5,516.0,97.5,198.0
sandiaportals.csv,99.0,93.5,98.5,584.0,197.5,1110.0,5657.5,489.0,98.5,98.5,21.5,98.5,414.5,97.5,99.0
xbplayer.csv,197.5,91.5,99.0,292.5,98.5,291.0,2743.0,94.5,91.5,81.5,186.0,93.5,384.0,97.5,99.0
