,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.31,0.69,0.15,0.33,0.77
nabu-library.csv,0.15,0.22,0.75,0.24,0.26
pcgen.csv,0.98,0.21,1.0,0.92,0.99
selenium.csv,0.33,0.19,0.5,0.37,0.77
tolven.csv,0.17,0.11,0.22,0.23,0.0
