,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.77,0.8,0.36,0.58,0.82,0.59,0.74,0.59,0.45,0.29,0.7,0.68,0.42,0.67,0.49,0.65
betoffice.csv,0.64,0.76,0.26,0.5,0.8,0.4,0.7,0.59,0.2,0.91,0.58,0.88,0.47,0.62,0.41,0.72
bnetd.csv,0.78,0.9,0.36,0.38,0.55,0.43,0.54,0.67,0.45,0.56,0.72,0.94,0.39,0.65,0.43,0.7
elvishrayrenderer.csv,0.72,0.65,0.18,0.58,0.86,0.59,0.3,0.21,0.31,0.72,0.54,0.65,0.42,0.38,0.56,0.78
emisview.csv,0.33,0.0,0.09,0.51,0.55,0.59,0.29,0.18,0.49,0.0,0.4,0.56,0.37,0.34,0.44,0.11
findbugs.csv,0.79,0.88,0.31,0.35,0.84,0.34,0.65,0.56,0.55,0.17,0.69,0.35,0.53,0.7,0.37,0.65
hazelcast.csv,0.8,0.75,0.5,0.48,0.97,0.48,0.65,0.55,0.42,0.62,0.58,0.87,0.46,0.72,0.54,0.6
jitterbit.csv,0.85,0.92,0.3,0.58,0.87,0.4,0.46,0.2,0.6,0.32,0.66,0.47,0.58,0.67,0.45,0.67
jppf-project.csv,0.61,0.48,0.3,0.27,0.8,0.29,0.72,0.64,0.3,0.73,0.48,0.84,0.47,0.64,0.4,0.5
megasquirtavr.csv,0.88,0.9,0.55,0.5,0.91,0.46,0.81,0.6,0.48,0.8,0.69,0.95,0.55,0.81,0.47,0.75
stajistics.csv,0.71,0.86,0.0,0.47,0.84,0.5,0.16,0.45,0.26,0.96,0.67,0.86,0.53,0.78,0.6,0.8
trackit.csv,0.44,0.33,0.29,0.22,0.38,0.07,0.71,0.29,0.36,0.37,0.42,0.36,0.28,0.3,0.27,0.39
tweetsharp.csv,0.6,0.19,0.3,0.47,0.66,0.41,0.69,0.2,0.39,0.71,0.67,0.24,0.52,0.8,0.36,0.24
wxlua.csv,0.45,0.78,0.28,0.44,0.31,0.21,0.49,0.04,0.37,0.94,0.66,0.55,0.44,0.84,0.25,0.64
x4x.csv,0.82,0.74,0.36,0.19,0.41,0.33,0.66,0.61,0.39,0.84,0.57,0.69,0.42,0.8,0.29,0.79
xharbour.csv,0.81,0.86,0.45,0.52,0.72,0.44,0.75,0.54,0.43,0.74,0.6,0.65,0.57,0.78,0.51,0.7
