,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.27,0.63,0.69,0.0,0.54,0.42,0.71,0.81,0.0,0.0,0.24,0.01
ivatamasks.csv,0.47,0.58,0.45,0.7,0.33,0.34,0.68,0.13,0.54,0.54,0.52,0.83
orc.csv,0.06,0.57,0.91,0.56,0.12,0.55,0.78,0.0,0.0,0.88,0.38,0.01
plato.csv,0.47,0.0,0.23,0.6,0.51,0.84,0.0,0.47,0.0,0.57,0.27,0.5
proftp.csv,0.0,0.24,0.49,0.37,0.06,0.42,0.74,0.43,0.0,0.93,0.45,0.0
tycho.csv,0.19,0.0,0.36,0.5,0.21,0.25,0.23,0.27,0.69,0.0,0.52,0.0
uclmda.csv,0.0,0.01,0.0,0.0,0.35,0.12,0.12,0.01,0.45,0.0,0.04,0.99
umber.csv,0.89,0.0,0.36,0.72,0.46,0.0,0.47,0.3,0.16,0.56,0.51,0.5
unicase.csv,0.82,0.0,0.57,0.17,0.36,0.62,0.3,0.68,0.36,0.64,0.73,0.01
vienna-add-in.csv,0.63,0.0,0.58,0.54,0.69,0.41,0.0,0.3,0.61,0.0,0.4,0.78
wpdev.csv,0.09,1.0,0.09,0.0,0.09,0.0,0.0,0.3,0.17,0.13,0.05,0.0
