,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.03,0.34,0.34,0.2,0.09,0.24,0.18,0.23,0.07
empserver.csv,0.27,0.63,0.89,0.13,0.27,0.4,0.31,0.76,0.07
enlightenment.csv,1.0,1.0,1.0,0.31,1.0,0.99,1.0,1.0,1.0
ildjit.csv,0.4,0.22,0.06,0.25,0.15,0.26,0.09,0.58,0.21
jfreereport.csv,0.03,0.16,0.18,0.11,0.06,0.11,0.12,0.07,0.0
lufa-lib.csv,0.77,0.66,0.36,0.57,0.15,0.65,0.33,0.2,0.93
pcsx2.csv,0.2,0.29,0.45,0.51,0.64,0.39,0.82,0.88,0.43
psycle.csv,0.33,0.66,0.62,0.67,0.52,0.61,0.72,0.84,0.57
wikipediardware.csv,0.49,0.84,1.0,0.63,0.97,0.77,0.99,0.99,0.07
