,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.75,0.57,0.48,0.96,0.53
k3b.csv,0.38,0.37,0.36,0.47,0.44
myfaces.csv,0.86,0.36,0.88,0.57,0.52
robocode.csv,0.45,0.4,0.46,0.52,0.42
zildo.csv,0.73,0.42,0.43,0.74,0.53
