,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.07,0.34,0.11,0.05,0.04
k3b.csv,0.61,0.73,0.57,0.79,0.21
myfaces.csv,0.07,0.77,0.0,0.2,0.25
robocode.csv,0.25,0.82,0.55,0.4,0.38
zildo.csv,0.11,0.23,0.25,0.23,0.12
