,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.26,0.5,0.9,0.19,0.31
k3b.csv,0.74,0.86,0.9,0.92,0.66
myfaces.csv,0.22,0.93,0.33,0.71,0.43
robocode.csv,0.65,0.82,0.62,0.73,0.62
zildo.csv,0.35,0.68,0.81,0.38,0.5
