,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.8,0.4,0.26,0.44,1.0,0.86
l2j.csv,0.67,0.63,0.28,0.54,0.38,1.0
mule.csv,1.0,0.79,0.27,0.53,0.37,0.81
springside.csv,0.69,1.0,0.3,0.54,0.35,0.81
swtfox.csv,0.7,0.28,1.0,0.22,0.25,0.69
twostep.csv,0.59,0.34,0.52,1.0,0.28,0.75
