,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,1.0,1.0,0.94,1.0,0.97,1.0,0.95,0.91
carabiner.csv,0.73,0.57,0.73,0.69,0.44,0.37,0.67,0.68,0.39
dvt.csv,0.76,0.71,0.27,0.17,0.19,0.03,1.0,0.23,0.61
flylinkdc.csv,0.68,0.93,1.0,0.77,0.67,0.87,0.33,0.82,0.48
jsr308-langtools.csv,0.05,0.29,0.87,0.86,0.96,0.93,0.83,1.0,0.85
rtb-team.csv,0.32,0.19,0.8,0.23,0.04,0.0,0.0,0.23,0.36
stemkit.csv,0.32,0.17,0.4,0.4,0.33,0.47,0.83,0.23,0.31
unimrcp.csv,0.57,0.76,0.47,0.63,0.67,0.6,0.33,0.45,0.58
utgb.csv,0.35,0.24,0.33,0.77,0.74,0.27,0.33,0.32,0.33
