,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.61,0.69,0.67,0.49,0.69,0.51,0.96,0.52,0.83,0.63,0.66,0.69,0.5,0.54
emeraldemu.csv,0.86,0.49,0.33,0.31,0.91,0.29,0.73,0.41,0.42,0.37,0.34,0.36,0.36,0.29
frogatto.csv,0.89,0.86,0.42,0.51,0.77,0.62,0.67,0.7,0.83,0.88,0.76,0.94,0.64,0.46
grafx2.csv,0.7,0.68,0.38,0.37,0.65,0.53,0.59,0.59,0.92,0.95,0.71,0.36,0.79,0.33
jahshakafx.csv,0.97,0.52,0.29,0.23,0.46,0.31,0.29,0.3,0.33,0.28,0.42,0.42,0.29,0.12
nassp.csv,0.42,0.34,0.21,0.24,0.36,0.11,0.27,0.52,1.0,0.21,0.25,0.39,0.29,0.25
netatalk.csv,0.67,0.71,0.79,0.41,0.6,0.32,0.49,0.41,0.83,0.65,0.51,0.25,0.93,0.21
open-beos.csv,0.63,0.53,0.38,0.45,0.59,0.93,0.57,0.52,0.58,0.49,0.55,0.44,0.5,0.33
psycle.csv,0.82,0.82,0.96,0.98,0.88,0.75,0.92,0.89,1.0,0.86,0.88,0.64,0.86,0.71
quantlib.csv,0.21,0.28,0.17,0.16,0.24,0.17,0.22,0.33,0.33,0.21,0.2,0.33,0.14,0.96
reaper-ecad.csv,0.72,0.2,0.96,0.68,0.63,0.6,0.49,0.15,0.67,0.4,0.58,0.58,0.86,0.21
sbml.csv,0.85,0.63,0.83,0.75,0.74,0.69,0.9,0.0,0.75,0.0,0.99,0.72,0.79,0.5
unimrcp.csv,0.53,0.37,0.25,0.31,0.41,0.24,0.24,0.96,0.58,0.35,0.21,0.44,0.21,0.08
unladen-swallow.csv,0.13,0.55,0.21,0.62,0.34,0.49,0.06,0.44,0.17,0.44,0.41,0.5,0.29,0.75
