,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.47,0.32,0.37,0.6,0.5,0.56,0.98,0.38,0.53,0.65,0.71,0.67,0.35,0.41
emeraldemu.csv,0.46,0.33,0.33,0.45,0.96,0.41,0.58,0.44,0.34,0.51,0.5,0.48,0.43,0.34
frogatto.csv,0.65,0.31,0.22,0.63,0.51,0.57,0.6,0.4,0.32,0.68,0.76,0.97,0.47,0.24
grafx2.csv,0.6,0.32,0.24,0.52,0.59,0.51,0.55,0.41,0.47,0.98,0.73,0.51,0.59,0.24
jahshakafx.csv,0.98,0.32,0.2,0.36,0.52,0.41,0.39,0.39,0.29,0.41,0.58,0.51,0.36,0.12
nassp.csv,0.49,0.27,0.22,0.38,0.44,0.19,0.37,0.53,0.96,0.35,0.4,0.51,0.38,0.32
netatalk.csv,0.62,0.32,0.32,0.54,0.57,0.43,0.55,0.44,0.62,0.65,0.62,0.38,0.96,0.24
open-beos.csv,0.56,0.29,0.29,0.58,0.48,0.96,0.51,0.37,0.47,0.5,0.64,0.52,0.45,0.26
psycle.csv,0.51,0.25,0.23,0.98,0.49,0.55,0.68,0.48,0.4,0.75,0.82,0.61,0.5,0.31
quantlib.csv,0.3,0.25,0.2,0.27,0.3,0.26,0.34,0.4,0.35,0.34,0.33,0.45,0.24,0.98
reaper-ecad.csv,0.49,0.13,0.98,0.66,0.46,0.49,0.54,0.14,0.41,0.38,0.62,0.55,0.47,0.23
sbml.csv,0.56,0.19,0.31,0.76,0.56,0.56,0.67,0.0,0.37,0.0,0.99,0.69,0.4,0.31
unimrcp.csv,0.54,0.3,0.26,0.44,0.5,0.35,0.35,0.96,0.58,0.48,0.34,0.57,0.33,0.11
unladen-swallow.csv,0.18,0.62,0.09,0.6,0.27,0.39,0.11,0.28,0.22,0.44,0.47,0.44,0.19,0.4
