,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.59,0.47,0.44,0.58,0.57,0.53,0.04,0.65,0.39,0.51,0.56,0.52,0.71,0.53
emeraldemu.csv,0.82,0.55,0.67,0.7,0.09,0.71,0.87,0.61,0.64,0.64,0.66,0.66,0.65,0.72
frogatto.csv,0.38,0.51,0.68,0.54,0.6,0.54,0.68,0.73,0.89,0.8,0.64,0.06,0.53,0.81
grafx2.csv,0.41,0.47,0.67,0.64,0.42,0.6,0.7,0.63,0.53,0.05,0.63,0.64,0.38,0.76
jahshakafx.csv,0.03,0.53,0.74,0.78,0.56,0.7,0.74,0.71,0.72,0.73,0.58,0.63,0.72,0.91
nassp.csv,0.6,0.68,0.8,0.76,0.65,0.89,0.76,0.51,0.02,0.79,0.75,0.63,0.72,0.75
netatalk.csv,0.39,0.46,0.51,0.63,0.46,0.69,0.59,0.61,0.27,0.53,0.58,0.76,0.07,0.8
open-beos.csv,0.46,0.55,0.65,0.58,0.57,0.07,0.8,0.67,0.48,0.73,0.63,0.62,0.57,0.73
psycle.csv,0.63,0.65,0.92,0.03,0.79,0.69,0.81,0.67,0.78,0.52,0.67,0.6,0.6,0.79
quantlib.csv,0.79,0.73,0.84,0.84,0.78,0.84,0.78,0.68,0.68,0.79,0.8,0.68,0.86,0.04
reaper-ecad.csv,0.61,0.83,0.04,0.78,0.61,0.69,0.61,0.92,0.53,0.99,0.78,0.74,0.67,0.81
sbml.csv,0.55,0.76,0.54,0.49,0.48,0.59,0.84,1.0,0.66,1.0,0.03,0.48,0.82,0.67
unimrcp.csv,0.51,0.64,0.76,0.71,0.6,0.76,0.77,0.04,0.43,0.66,0.79,0.57,0.79,0.92
unladen-swallow.csv,0.88,0.45,0.95,0.94,0.83,0.85,0.94,0.84,0.84,0.86,0.96,0.96,0.97,0.57
