,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.52,0.42,0.34,0.19,0.47,0.24,0.41,0.19,0.11
ingex.csv,0.24,0.27,0.23,0.16,0.39,0.35,0.53,0.43,0.39
megasquirtavr.csv,0.32,0.51,0.28,0.27,0.21,0.23,0.26,0.24,0.24
owlapi.csv,0.25,0.19,0.11,0.49,0.53,0.54,0.56,0.3,0.36
piccolo2d.csv,0.26,0.17,0.48,0.09,0.57,0.28,0.44,0.41,0.27
servicestack.csv,0.2,0.0,0.25,0.09,0.39,0.36,0.36,0.32,0.69
tolven.csv,0.48,0.37,0.35,0.17,0.64,0.38,0.51,0.46,0.25
twostep.csv,0.48,0.46,0.26,0.63,0.53,0.33,0.52,0.82,0.6
wxlua.csv,0.49,0.28,0.18,0.93,0.2,0.12,0.38,0.23,0.38
