,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.11,0.11,0.04,0.27,0.93,0.0,0.15,0.29
biodwh.csv,0.01,0.21,0.0,0.0,0.51,0.1,0.11,0.93
brlcad.csv,0.97,0.33,0.55,0.59,0.24,0.0,0.43,0.42
critterding.csv,0.3,0.4,1.0,0.4,0.36,0.4,0.34,0.81
jmri.csv,0.52,0.98,0.52,0.31,0.32,0.5,0.42,0.49
nabu-library.csv,0.18,0.52,0.46,0.68,0.45,0.44,1.0,0.66
popeye-chess.csv,0.55,0.44,0.59,0.95,0.65,0.54,0.5,0.66
yarp.csv,0.32,0.33,0.24,0.33,0.59,0.99,0.08,0.29
