,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.71,0.7,0.57,0.0,0.82,0.84,0.77
jnode.csv,1.0,0.12,1.0,0.98,1.0,1.0,1.0
mcmc-jags.csv,0.59,0.71,0.0,0.73,0.66,0.7,0.49
metacosm.csv,0.63,0.61,0.31,0.8,0.59,0.69,0.04
miranda-icq.csv,0.69,0.61,0.63,0.71,0.19,0.7,0.58
quarkplusplus.csv,0.66,0.52,0.34,0.88,0.73,0.03,0.39
selenium.csv,0.04,0.61,0.77,0.8,0.66,0.71,0.64
