,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.57,0.65,0.33,0.0,0.8,0.81,0.23
jnode.csv,0.02,0.0,0.0,0.0,0.0,0.0,0.0
mcmc-jags.csv,0.39,0.34,0.0,0.33,0.33,0.31,0.35
metacosm.csv,0.28,0.42,0.17,0.2,0.52,0.28,0.0
miranda-icq.csv,0.17,0.58,0.43,0.27,0.02,0.22,0.26
quarkplusplus.csv,0.44,0.36,0.05,0.18,0.17,0.03,0.26
selenium.csv,0.02,0.36,0.24,0.35,0.35,0.5,0.32
