,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.04,0.43,0.1,0.0,0.31,0.06,0.34,0.5,0.2,0.0,0.28,0.12,0.45,0.18,0.83,0.51,0.0,0.63,0.49,0.08
baadengine.csv,0.82,0.12,0.38,0.02,0.37,0.47,0.42,0.64,0.21,0.1,0.39,0.22,0.47,0.3,0.9,0.56,0.06,0.76,0.85,0.07
biopax.csv,0.86,0.14,0.99,0.02,0.46,0.51,0.39,0.59,0.2,0.11,0.23,0.22,0.61,0.24,0.84,0.65,0.05,0.85,0.88,0.05
crux-framework.csv,0.26,0.0,0.2,0.05,0.43,0.1,0.25,0.24,0.05,0.13,0.33,0.15,0.31,0.0,0.82,0.43,0.0,0.13,0.46,0.3
dataobjectsdotnet.csv,0.63,0.12,0.8,0.05,0.28,0.55,0.4,0.61,0.24,0.12,0.24,0.15,0.6,0.48,0.07,0.6,0.07,0.54,0.88,0.06
exl.csv,0.4,0.08,0.89,0.03,0.46,0.39,0.36,0.48,0.27,0.16,0.19,0.19,0.54,0.09,0.33,0.21,0.1,0.67,0.85,0.06
gdis.csv,0.56,0.06,0.88,0.0,0.46,0.52,0.37,0.42,0.21,0.1,0.24,0.18,0.41,0.18,0.9,0.55,0.0,0.74,0.87,0.05
gogoego.csv,0.53,0.05,0.57,0.04,0.44,0.48,0.39,0.57,0.21,0.11,0.21,0.2,0.45,0.25,0.8,0.36,0.09,0.72,0.76,0.02
httpcontentparser.csv,0.42,0.05,0.5,0.0,0.06,0.18,0.37,0.6,0.42,0.14,0.24,0.2,0.44,0.31,0.0,0.43,0.06,0.71,0.66,0.07
impala.csv,0.15,0.15,0.34,0.04,0.42,0.29,0.33,0.21,0.18,0.08,0.12,0.35,0.4,0.1,0.39,0.46,0.0,0.61,0.68,0.18
jgameai.csv,0.16,0.3,0.02,0.0,0.4,0.29,0.13,0.16,0.03,0.0,0.0,0.1,0.06,0.0,0.33,0.07,0.0,0.1,0.09,0.0
loki-lib.csv,0.7,0.11,0.92,0.02,0.44,0.5,0.4,0.41,0.27,0.12,0.23,0.21,0.57,0.18,0.92,0.66,0.06,0.5,0.52,0.04
snakeyaml.csv,0.41,0.0,0.43,0.05,0.32,0.41,0.3,0.43,0.29,0.12,0.49,0.07,0.44,0.0,0.79,0.22,0.04,0.33,0.75,0.09
tart.csv,0.63,0.12,0.7,0.08,0.21,0.06,0.29,0.5,0.28,0.31,0.25,0.16,0.54,0.15,0.1,0.06,0.07,0.58,0.75,0.03
vars-redux.csv,0.8,0.14,0.32,0.03,0.3,0.45,0.45,0.69,0.18,0.1,0.39,0.18,0.49,0.37,0.9,0.38,0.06,0.58,0.86,0.06
werx.csv,0.85,0.15,0.98,0.02,0.46,0.47,0.37,0.54,0.19,0.1,0.23,0.21,0.6,0.23,0.89,0.56,0.05,0.79,0.61,0.05
xbg.csv,0.64,0.09,0.05,0.0,0.0,0.15,0.18,0.11,0.09,0.0,0.14,0.16,0.23,0.4,0.07,0.18,0.0,0.13,0.09,0.0
xqilla.csv,0.05,0.0,0.69,0.11,0.24,0.06,0.28,0.35,0.24,0.17,0.22,0.15,0.41,0.07,0.28,0.11,0.46,0.2,0.14,0.04
zealos.csv,0.63,0.22,0.88,0.0,0.4,0.47,0.3,0.46,0.12,0.0,0.14,0.05,0.29,0.24,0.63,0.44,0.0,0.4,0.17,0.06
