,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.99,0.2,0.95,1.05,0.75,0.97,0.68,0.66,0.92,1.1,0.61,0.85,0.73,0.88,0.86,0.99,1.02,0.6,1.03,0.52
baadengine.csv,0.31,0.94,0.92,0.78,0.69,1.0,0.81,0.6,0.89,0.97,0.4,0.94,0.75,0.57,1.0,1.0,0.83,0.62,0.77,0.72
biopax.csv,1.0,0.98,1.0,0.98,0.97,0.71,0.98,0.99,0.97,0.92,1.0,0.98,0.95,0.91,0.5,0.46,1.0,0.26,0.85,1.0
crux-framework.csv,0.85,1.01,0.92,0.36,0.61,0.94,0.82,0.85,0.96,0.59,0.68,0.85,0.79,1.0,0.86,0.79,1.01,0.94,0.72,0.13
dataobjectsdotnet.csv,0.89,0.94,1.05,0.36,0.81,0.72,0.61,0.6,0.66,0.7,0.74,0.83,0.52,0.32,0.96,0.7,0.68,0.64,0.85,0.7
exl.csv,0.77,0.87,1.02,0.7,0.82,0.69,0.78,0.67,0.54,0.58,0.79,0.75,0.73,0.97,0.85,0.87,0.44,0.73,0.27,0.83
gdis.csv,0.62,0.89,0.54,1.12,0.58,0.81,0.82,0.72,0.7,0.7,0.75,0.76,0.71,0.75,0.18,0.61,1.05,0.47,0.55,0.76
gogoego.csv,0.65,0.97,1.16,0.49,0.94,0.81,0.61,0.76,0.65,0.65,0.87,0.79,0.67,0.87,0.48,0.76,0.54,0.5,0.37,1.01
httpcontentparser.csv,0.83,0.96,0.83,1.06,0.97,0.9,0.65,0.76,0.3,0.55,0.81,0.69,0.7,0.75,1.0,0.67,0.85,0.51,0.56,0.56
impala.csv,0.93,0.69,0.79,0.51,0.7,0.78,0.78,0.87,0.88,0.84,0.9,0.49,0.77,0.9,0.83,0.66,1.04,0.88,0.73,0.67
jgameai.csv,0.91,0.34,0.99,1.0,0.64,0.94,0.91,0.9,1.0,1.04,1.0,0.92,0.97,1.0,0.99,0.97,1.0,0.95,0.95,1.0
loki-lib.csv,0.53,0.77,1.01,0.8,0.6,0.88,0.75,0.7,0.52,0.65,0.68,0.75,0.78,0.78,0.54,0.42,0.86,0.83,0.65,0.79
snakeyaml.csv,0.86,1.11,0.88,0.35,0.73,0.65,0.73,0.7,0.5,0.6,0.37,0.94,0.68,1.0,0.39,0.86,0.76,0.8,0.4,0.5
tart.csv,0.92,0.9,1.1,0.23,0.86,0.97,0.74,0.68,0.56,0.25,0.74,0.82,0.58,0.81,0.95,0.97,0.73,0.6,0.61,0.93
vars-redux.csv,0.56,0.98,1.1,0.67,0.77,0.99,0.69,0.41,0.74,0.81,0.44,0.79,0.67,0.45,0.62,0.72,0.8,0.59,0.41,0.63
werx.csv,0.99,0.86,0.04,1.0,0.98,1.0,0.95,0.91,0.99,0.98,0.99,0.96,1.0,0.98,1.0,1.0,1.0,1.01,0.83,0.96
xbg.csv,0.7,0.84,0.97,1.01,1.0,0.91,0.87,0.94,0.89,1.0,0.83,0.79,0.86,0.38,0.96,0.9,1.2,0.94,0.98,1.01
xqilla.csv,0.97,1.03,0.68,0.16,0.83,0.97,0.75,0.8,0.8,0.63,0.68,0.85,0.71,0.94,0.88,0.94,0.06,0.96,0.93,0.77
zealos.csv,0.56,0.62,0.32,1.02,0.64,0.57,0.72,0.8,0.84,1.04,0.85,0.97,0.82,0.76,0.55,0.69,1.03,0.82,0.91,0.68
