,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.02,0.95,0.06,0.0,0.35,0.04,0.45,0.54,0.3,0.0,0.66,0.23,0.48,0.15,0.44,0.09,0.0,0.53,0.3,0.66
baadengine.csv,0.76,0.29,0.26,0.59,0.48,0.0,0.52,0.7,0.38,0.13,0.77,0.27,0.51,0.53,0.0,0.0,0.51,0.63,0.58,0.66
biopax.csv,0.0,0.09,0.0,0.09,0.13,0.63,0.09,0.05,0.13,0.3,0.05,0.09,0.21,0.33,0.74,0.74,0.0,0.78,0.47,0.0
crux-framework.csv,0.18,0.0,0.13,0.9,0.49,0.09,0.23,0.19,0.06,0.59,0.38,0.19,0.27,0.0,0.43,0.49,0.0,0.09,0.36,0.97
dataobjectsdotnet.csv,0.43,0.29,0.0,0.9,0.23,0.66,0.58,0.68,0.68,0.62,0.58,0.45,0.63,0.76,0.05,0.64,0.7,0.43,0.47,0.59
exl.csv,0.31,0.39,0.0,0.68,0.51,0.38,0.54,0.52,0.57,0.78,0.5,0.53,0.57,0.27,0.24,0.17,0.86,0.54,0.77,0.51
gdis.csv,0.45,0.23,0.71,0.0,0.53,0.54,0.5,0.44,0.61,0.56,0.3,0.5,0.41,0.41,0.85,0.63,0.0,0.64,0.76,0.54
gogoego.csv,0.43,0.22,0.0,0.84,0.24,0.52,0.5,0.57,0.48,0.57,0.44,0.53,0.43,0.43,0.7,0.28,0.81,0.63,0.67,0.31
httpcontentparser.csv,0.34,0.23,0.36,0.0,0.05,0.12,0.56,0.58,0.83,0.6,0.53,0.49,0.45,0.29,0.0,0.42,0.47,0.61,0.56,0.64
impala.csv,0.11,0.63,0.25,0.83,0.58,0.34,0.52,0.17,0.41,0.48,0.13,0.59,0.43,0.14,0.29,0.52,0.0,0.44,0.54,0.38
jgameai.csv,0.11,0.78,0.01,0.0,0.46,0.38,0.12,0.12,0.06,0.0,0.0,0.1,0.04,0.0,0.25,0.04,0.0,0.07,0.06,0.0
loki-lib.csv,0.61,0.42,0.0,0.56,0.5,0.41,0.58,0.39,0.67,0.66,0.57,0.56,0.55,0.48,0.79,0.74,0.45,0.39,0.42,0.36
snakeyaml.csv,0.33,0.0,0.31,0.9,0.39,0.44,0.35,0.36,0.62,0.59,0.7,0.1,0.43,0.0,0.7,0.17,0.37,0.24,0.65,0.66
tart.csv,0.41,0.38,0.0,0.94,0.18,0.04,0.37,0.55,0.54,0.94,0.59,0.45,0.54,0.29,0.06,0.04,0.65,0.47,0.64,0.33
vars-redux.csv,0.69,0.09,0.2,0.71,0.38,0.05,0.66,0.75,0.55,0.51,0.84,0.51,0.53,0.64,0.72,0.35,0.56,0.46,0.79,0.62
werx.csv,0.05,0.45,0.97,0.0,0.09,0.0,0.24,0.34,0.05,0.09,0.05,0.17,0.0,0.09,0.0,0.0,0.0,0.0,0.47,0.17
xbg.csv,0.53,0.23,0.04,0.0,0.0,0.16,0.17,0.07,0.23,0.0,0.33,0.32,0.19,0.74,0.05,0.12,0.0,0.09,0.06,0.0
xqilla.csv,0.04,0.0,0.52,0.96,0.3,0.04,0.35,0.38,0.24,0.45,0.47,0.19,0.41,0.14,0.21,0.09,0.99,0.15,0.09,0.36
zealos.csv,0.54,0.45,0.79,0.0,0.49,0.55,0.4,0.5,0.23,0.0,0.22,0.05,0.25,0.29,0.52,0.49,0.0,0.31,0.12,0.59
