,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.31,0.28,1.0,0.0,0.31,0.33,0.28,0.46,0.11,0.0,0.17,0.08,0.42,0.33,0.81,0.36,0.0,0.84,0.61,0.04
baadengine.csv,0.93,0.06,0.96,0.01,0.31,0.31,0.27,0.51,0.12,0.05,0.26,0.12,0.41,0.21,0.81,0.39,0.03,0.82,0.79,0.04
biopax.csv,0.75,0.07,0.98,0.01,0.3,0.36,0.24,0.42,0.11,0.06,0.13,0.12,0.44,0.14,0.88,0.55,0.02,0.96,0.79,0.03
crux-framework.csv,0.92,0.0,0.96,0.03,0.4,0.22,0.34,0.44,0.05,0.07,0.32,0.13,0.47,0.0,0.81,0.35,0.0,0.62,0.81,0.18
dataobjectsdotnet.csv,0.69,0.06,0.97,0.03,0.5,0.38,0.3,0.51,0.14,0.06,0.14,0.09,0.58,0.35,1.0,0.45,0.04,0.88,0.79,0.03
exl.csv,0.77,0.05,0.98,0.01,0.31,0.48,0.24,0.45,0.18,0.09,0.12,0.11,0.44,0.06,0.75,0.4,0.05,0.78,1.0,0.03
gdis.csv,0.86,0.04,0.99,0.0,0.42,0.35,0.24,0.43,0.12,0.06,0.22,0.11,0.47,0.12,1.0,0.45,0.0,0.88,0.84,0.03
gogoego.csv,0.84,0.03,0.95,0.02,0.29,0.33,0.34,0.44,0.14,0.06,0.12,0.12,0.52,0.14,0.89,0.7,0.05,0.88,0.96,0.01
httpcontentparser.csv,0.67,0.03,0.97,0.0,0.12,1.0,0.28,0.46,0.28,0.08,0.14,0.12,0.45,0.4,0.0,0.5,0.03,0.88,0.85,0.04
impala.csv,0.63,0.09,1.0,0.02,0.31,0.27,0.23,0.41,0.1,0.04,0.14,0.25,0.39,0.08,0.75,0.42,0.0,0.72,0.76,0.12
jgameai.csv,0.95,0.18,1.0,0.0,0.38,0.21,0.22,0.42,0.02,0.0,0.0,0.12,0.24,0.0,0.62,1.0,0.0,0.67,0.67,0.0
loki-lib.csv,0.84,0.06,0.98,0.01,0.41,0.33,0.27,0.52,0.16,0.07,0.14,0.12,0.45,0.11,0.89,0.58,0.03,0.71,0.88,0.02
snakeyaml.csv,0.65,0.0,0.96,0.03,0.3,0.41,0.29,0.75,0.19,0.07,0.38,0.06,0.5,0.0,0.93,0.57,0.02,1.0,0.96,0.05
tart.csv,0.69,0.07,0.96,0.04,0.31,0.33,0.26,0.44,0.19,0.19,0.15,0.09,0.56,0.11,0.75,0.25,0.03,0.91,0.81,0.01
vars-redux.csv,0.82,0.07,0.93,0.01,0.26,0.29,0.3,0.62,0.11,0.05,0.25,0.11,0.46,0.26,0.87,0.47,0.03,1.0,0.88,0.03
werx.csv,0.75,0.08,1.0,0.01,0.3,0.31,0.23,0.4,0.11,0.05,0.13,0.12,0.43,0.13,0.81,0.39,0.02,0.75,0.71,0.03
xbg.csv,0.76,0.06,1.0,0.0,0.0,0.17,0.22,0.75,0.06,0.0,0.09,0.11,0.43,0.27,1.0,0.6,0.0,0.62,0.4,0.0
xqilla.csv,0.87,0.0,0.98,0.06,0.22,0.33,0.25,0.35,0.31,0.11,0.15,0.14,0.46,0.05,0.71,0.25,0.3,0.53,1.0,0.02
zealos.csv,0.86,0.15,0.99,0.0,0.35,0.42,0.26,0.38,0.09,0.0,0.11,0.05,0.43,0.22,0.93,0.4,0.0,0.71,0.8,0.03
