,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.97,0.94,0.9,0.81,0.77,0.67,0.65,0.54,0.49,0.7,0.49,0.61,0.47,0.67,0.42,0.47,0.96,0.58,0.82,0.53
baadengine.csv,0.51,0.36,0.58,0.36,0.38,0.54,0.34,0.35,0.46,0.34,0.42,0.33,0.4,0.58,0.36,0.44,0.38,0.38,0.46,0.31
biopax.csv,0.41,0.36,0.35,0.41,0.48,0.55,0.36,0.36,0.45,0.34,0.42,0.33,0.43,0.4,0.38,0.5,0.39,0.55,0.44,0.42
crux-framework.csv,0.99,0.86,0.96,0.54,0.7,0.89,0.98,0.94,0.95,0.62,0.89,0.97,0.8,0.67,0.41,0.65,0.95,0.88,0.75,0.82
dataobjectsdotnet.csv,0.43,0.34,0.42,0.65,0.9,0.52,0.57,0.49,0.5,0.39,0.52,0.48,0.61,0.65,0.5,0.48,0.4,0.59,0.46,0.54
exl.csv,0.67,0.42,0.42,0.51,0.54,0.71,0.48,0.64,0.61,0.39,0.6,0.51,0.62,0.58,0.69,0.9,0.38,0.69,0.4,0.49
gdis.csv,0.59,0.74,0.41,0.58,0.77,0.54,0.46,0.66,0.54,0.43,0.97,0.55,0.6,0.58,0.34,0.48,0.73,0.61,0.45,0.43
gogoego.csv,0.5,0.38,0.46,0.48,0.49,0.54,0.61,0.41,0.52,0.39,0.47,0.37,0.52,0.41,0.28,0.9,0.33,0.49,0.33,0.37
httpcontentparser.csv,0.58,0.44,0.54,0.7,0.88,0.67,0.43,0.4,0.64,0.49,0.48,0.49,0.54,0.8,0.0,0.68,0.43,0.62,0.42,0.43
impala.csv,0.98,0.47,0.98,0.55,0.49,0.73,0.47,0.94,0.51,0.43,0.95,0.89,0.68,0.92,0.95,0.64,0.62,0.6,0.55,0.88
jgameai.csv,0.98,0.95,0.5,0.86,0.79,0.78,0.97,0.92,0.98,0.96,0.0,0.94,0.95,0.8,0.95,0.0,0.8,0.83,0.67,0.83
loki-lib.csv,0.64,0.48,0.35,0.45,0.62,0.54,0.39,0.64,0.55,0.41,0.51,0.4,0.48,0.59,0.34,0.47,0.35,0.5,0.59,0.55
snakeyaml.csv,0.54,0.53,0.58,0.56,0.4,0.55,0.67,0.85,0.56,0.44,0.66,0.97,0.58,0.75,0.31,0.86,0.49,0.86,0.35,0.48
tart.csv,0.45,0.38,0.52,0.88,0.92,0.67,0.71,0.54,0.69,0.63,0.51,0.48,0.72,0.74,0.75,0.75,0.38,0.58,0.42,0.51
vars-redux.csv,0.47,0.36,0.68,0.39,0.4,0.55,0.35,0.41,0.44,0.36,0.41,0.35,0.42,0.58,0.33,0.68,0.34,0.62,0.45,0.37
werx.csv,0.42,0.41,0.37,0.41,0.49,0.54,0.38,0.38,0.45,0.36,0.41,0.33,0.43,0.4,0.36,0.44,0.39,0.45,0.71,0.44
xbg.csv,0.68,0.94,0.8,0.92,0.67,0.96,0.98,0.75,0.85,0.8,0.69,0.66,0.98,0.59,0.5,0.8,0.6,0.88,0.8,0.92
xqilla.csv,0.93,0.6,0.59,0.94,0.69,0.67,0.68,0.73,0.92,0.95,0.62,0.97,0.82,0.8,0.86,0.88,0.9,0.94,0.67,0.7
zealos.csv,0.66,0.92,0.44,0.95,0.94,0.71,0.87,0.51,0.76,0.92,0.83,0.95,0.91,0.89,0.41,0.57,0.87,0.75,0.8,0.6
