,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.64,0.42,0.39,0.29,0.48,0.48,0.49,0.37,0.44,0.46,0.44,0.65,0.45
bdbbasic.csv,0.88,0.42,0.45,0.42,0.69,0.43,0.42,0.4,0.37,0.47,0.47,0.55,0.48
foursquared.csv,0.0,0.8,0.81,0.61,0.86,0.67,0.91,0.89,0.92,0.0,0.5,0.67,0.0
impala.csv,0.78,0.6,0.4,0.47,0.59,0.44,0.57,0.95,0.47,0.96,0.66,0.74,0.4
jicarilla.csv,0.82,0.67,0.8,0.75,0.7,0.95,0.96,0.8,0.97,0.94,0.83,0.75,0.91
ng4j.csv,0.91,0.48,0.51,0.43,0.63,0.56,0.65,0.6,0.44,0.96,0.57,0.48,0.79
open-data-kit.csv,0.67,0.88,0.42,0.3,0.8,0.45,0.52,0.45,0.46,0.53,0.69,0.92,0.68
pentahoanalysistool.csv,0.83,0.51,0.65,0.79,0.44,0.74,0.9,0.63,0.53,0.94,0.69,0.42,0.92
tradelink.csv,0.8,0.5,0.9,0.9,0.91,0.93,0.91,0.97,0.89,0.86,0.94,0.8,0.67
turbotrader-bos.csv,0.88,0.59,0.58,0.72,0.63,0.83,0.96,0.97,0.6,0.96,0.85,0.81,0.9
ultimairis.csv,0.68,0.91,0.46,0.59,0.53,0.6,0.46,0.46,0.53,0.8,0.51,0.51,0.64
wikipediardware.csv,0.52,0.39,0.4,0.32,0.4,0.38,0.35,0.33,0.41,0.41,0.33,0.46,0.41
yafdotnet.csv,0.55,0.41,0.62,0.78,0.43,0.67,0.53,0.61,0.51,0.66,0.39,0.88,0.46
