,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.39,0.99,0.39,0.4,0.42,0.71,0.41,0.1,0.42,0.35,0.18,0.76,0.35
bdbbasic.csv,0.12,0.65,0.45,0.55,1.0,0.75,0.58,0.13,0.47,0.35,0.32,0.76,0.4
foursquared.csv,0.0,1.0,0.57,1.0,0.57,1.0,0.73,0.22,0.63,0.0,1.0,0.67,0.0
impala.csv,0.66,0.64,0.31,0.31,0.18,0.59,0.37,1.0,0.32,0.36,0.15,0.63,0.25
jicarilla.csv,0.97,0.33,0.2,0.0,0.11,0.62,0.12,0.2,0.09,0.39,0.0,0.75,0.09
ng4j.csv,0.27,0.72,0.41,0.57,0.58,0.7,0.49,0.1,0.45,0.48,0.34,0.9,1.0
open-data-kit.csv,0.27,0.5,0.39,0.38,0.2,1.0,0.44,0.09,0.46,0.34,0.31,0.85,0.35
pentahoanalysistool.csv,0.67,0.72,1.0,0.64,0.33,0.61,0.69,0.05,0.58,0.41,0.27,0.81,0.42
tradelink.csv,0.0,0.82,0.5,0.7,0.73,0.67,0.73,0.1,0.63,0.43,1.0,0.8,1.0
turbotrader-bos.csv,0.12,0.7,0.32,0.56,0.4,0.72,0.76,0.24,0.99,0.58,0.22,0.62,0.43
ultimairis.csv,0.47,0.59,0.32,0.28,0.25,0.63,0.43,0.14,0.42,1.0,0.22,0.7,0.23
wikipediardware.csv,0.51,0.67,0.32,0.37,0.32,0.63,0.44,0.11,0.35,0.29,0.19,1.0,0.27
yafdotnet.csv,0.0,0.68,0.31,0.39,0.24,0.64,0.97,0.14,0.51,0.51,0.23,0.67,0.31
