,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.3,0.69,0.04,0.15,0.2,0.0,0.0,0.24,0.0,0.01
bibedt.csv,0.51,0.53,0.1,0.35,0.46,0.58,0.61,0.72,0.28,0.64
cascading.csv,0.66,0.65,0.58,0.42,0.1,0.62,0.53,0.36,0.71,0.57
firebreath.csv,0.7,0.22,0.7,0.58,0.0,0.71,0.72,0.63,0.52,0.63
fritzing.csv,0.73,0.58,0.51,0.61,0.29,0.51,0.12,0.7,0.38,0.46
httpcontentparser.csv,0.22,0.0,0.36,0.2,0.2,0.83,0.66,0.52,0.52,0.41
mpgravity.csv,0.05,0.02,0.57,0.09,0.76,0.5,0.0,0.55,0.0,0.63
patterntesting.csv,0.52,0.51,0.35,0.66,0.47,0.17,0.61,0.09,0.24,0.51
roller.csv,0.67,0.44,0.61,0.55,0.45,0.47,0.45,0.73,0.6,0.05
xfce.csv,0.46,0.51,0.39,0.0,0.31,0.67,0.51,0.59,0.6,0.67
