,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.45,0.42,0.56,0.19,0.71,0.57,0.21,0.5,0.67,0.48,1.0,0.31
archive-crawler.csv,0.41,0.21,0.22,0.06,0.4,0.5,0.76,0.43,0.13,0.96,0.14,0.36
blue-c.csv,0.79,0.65,0.56,0.0,0.86,0.97,0.51,0.48,0.62,0.43,0.52,0.69
dynalloy.csv,0.62,0.98,0.89,0.06,0.74,0.47,0.4,0.6,0.48,0.57,0.48,0.6
jcae.csv,0.28,0.13,1.0,0.0,0.03,0.17,0.18,0.07,0.14,0.09,0.24,0.02
kmatplot.csv,0.97,0.29,0.11,0.31,0.4,0.17,0.25,0.1,0.3,0.13,0.05,0.4
mscore.csv,0.62,0.38,1.0,0.5,0.54,0.6,1.0,0.55,0.59,0.48,0.57,0.81
nosleepsoftware.csv,0.14,0.02,0.67,0.88,0.2,0.0,0.26,0.1,0.07,0.26,0.19,0.52
openmalaria.csv,0.83,0.56,0.89,0.69,0.57,0.57,0.67,0.95,0.53,0.61,0.86,0.76
popeye-chess.csv,0.79,0.56,0.78,0.0,0.97,0.53,0.5,0.52,0.6,0.7,0.86,0.64
riff-evolve.csv,0.9,0.54,0.56,0.44,0.46,0.6,0.48,0.62,0.95,0.65,0.81,0.69
virtuoso.csv,0.97,0.9,1.0,1.0,0.43,1.0,0.97,0.98,0.99,0.96,0.9,0.95
