,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.74,0.82,0.58,0.93,0.53,0.66,0.97,0.62,0.62,0.53,0.62,0.96
archive-crawler.csv,0.67,0.96,0.86,0.71,0.67,0.52,0.49,0.67,0.97,0.77,0.88,0.84
blue-c.csv,0.46,0.57,0.59,0.92,0.57,0.5,0.52,0.59,0.67,0.46,0.55,0.51
dynalloy.csv,0.59,0.73,0.32,0.57,0.58,0.53,0.62,0.53,0.57,0.47,0.5,0.49
jcae.csv,0.75,0.93,0.89,0.0,0.0,0.8,0.96,0.67,0.93,0.85,0.86,0.83
kmatplot.csv,0.86,0.8,0.92,0.93,0.88,0.89,0.84,0.83,0.86,0.8,0.67,0.56
mscore.csv,0.51,0.57,0.39,0.47,0.65,0.43,0.46,0.52,0.62,0.38,0.38,0.35
nosleepsoftware.csv,0.86,0.89,0.43,0.73,0.88,0.92,0.74,0.86,0.88,0.79,0.73,0.44
openmalaria.csv,0.42,0.38,0.28,0.35,0.48,0.43,0.39,0.5,0.4,0.33,0.3,0.32
popeye-chess.csv,0.4,0.52,0.62,0.67,0.56,0.44,0.49,0.53,0.51,0.37,0.3,0.45
riff-evolve.csv,0.51,0.52,0.4,0.6,0.58,0.45,0.49,0.55,0.56,0.38,0.36,0.46
virtuoso.csv,0.4,0.41,0.33,0.43,0.48,0.42,0.41,0.4,0.44,0.37,0.37,0.74
