,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.69,0.69,0.61,0.85,0.41,0.74,0.8,0.65,0.74,0.81,0.0,0.69
archive-crawler.csv,0.68,0.8,0.78,1.0,0.64,0.55,0.77,0.74,0.89,0.04,0.87,0.75
blue-c.csv,0.71,0.6,0.54,1.04,0.41,0.05,0.55,0.67,0.59,0.75,0.56,0.79
dynalloy.csv,0.45,0.02,0.86,1.03,0.46,0.57,0.63,0.54,0.58,0.76,0.62,0.84
jcae.csv,0.74,0.87,0.0,1.0,0.97,0.83,0.82,0.93,0.86,0.93,0.76,0.98
kmatplot.csv,0.03,0.81,0.9,0.71,0.74,0.85,0.79,0.91,0.74,0.87,0.95,0.68
mscore.csv,0.56,0.73,0.53,0.68,0.57,0.42,0.0,0.48,0.55,0.84,0.79,0.56
nosleepsoftware.csv,0.86,0.98,0.5,0.13,0.83,1.11,0.78,0.91,0.93,0.75,0.84,0.56
openmalaria.csv,0.57,0.72,0.77,0.53,0.5,0.46,0.54,0.05,0.65,0.73,0.85,0.68
popeye-chess.csv,0.88,0.6,0.33,1.12,0.03,0.47,0.53,0.53,0.68,0.67,0.85,0.57
riff-evolve.csv,0.47,0.62,0.67,0.63,0.59,0.43,0.56,0.49,0.06,0.68,0.57,0.55
virtuoso.csv,0.84,0.97,0.89,1.0,0.59,1.0,0.94,0.96,0.94,0.87,0.74,0.05
